"campaignid","sample","family","genus","species","length","range","date.time","location","site","depth","observer.count","observer.length","successful.count","successful.length","successful.habitat.forward","successful.habitat.backward","ZoneName","longitude","latitude","status"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",67.16967,"1528.73528","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",67.16967,"1528.73528","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",65.89149,"1646.12106","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",62.41592,"1998.84826","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",62.41592,"1998.84826","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",74.56872,"1378.68328","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",63.86044,"1885.26247","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",66.02533,"1546.13879","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",66.02533,"1546.13879","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",80.45519,"2269.03540","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","klunzingeri",69.51702,"1488.43276","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Pomacentridae","Chromis","westaustralis",74.05114,"2570.85881","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",74.61418,"1069.44260","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",99.17028,"1245.67073","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",70.08221,"1344.83573","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",105.2654,"1132.77545","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",72.85752,"1115.96250","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",79.16799,"1079.34199","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",80.5722,"758.07672","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",97.35015,"1439.10366","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",90.19776,"1172.26773","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",91.33872,"1319.24193","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",105.01778,"1404.27423","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",102.91757,"849.23225","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Scorpididae","Neatypus","obliquus",69.38541,"1022.12598","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Serranidae","Caesioperca","sp1",102.23634,"3476.24637","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Sparidae","Chrysophrys","auratus",635.34669,"2065.51517","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Triakidae","Furgaleus","macki",971.68418,"1759.79221","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","15","Triakidae","Furgaleus","macki",1097.32924,"2800.60239","18/03/2023 2:50",NA,NA,"45.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8444033,-34.084775,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Gerreidae","Parequula","melbournensis",118.07058,"1564.18950","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",273.14313,"5658.08053","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",164.30421,"2234.00426","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",86.80058,"1508.65994","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",158.14587,"1709.36877","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",155.26465,"1393.54113","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",136.97658,"1384.65330","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",108.93767,"1533.81492","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",128.88514,"1452.95361","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",150.33477,"1682.64850","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",143.59135,"2412.11354","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",148.11321,"1438.59510","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",147.85641,"1665.94199","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",154.76995,"1484.89962","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",108.04146,"947.99930","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",176.51495,"997.31106","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",146.28754,"1747.66993","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",161.97143,"1372.84867","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",108.40199,"1611.08764","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",107.22313,"1936.85916","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",191.16881,"1777.16926","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",187.68632,"1249.59750","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",176.19095,"2860.79618","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",153.54752,"1059.63796","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",160.29735,"2508.79434","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",139.49516,"1267.30364","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",110.82442,"1446.04438","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",172.32706,"1226.22673","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",95.98675,"1134.29493","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",148.63135,"1455.87232","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Coris","auricularis",116.95258,"1446.60889","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",107.72931,"2540.34266","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",162.03976,"2041.72213","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",162.03976,"2041.72213","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",199.52144,"2188.25138","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",84.44661,"2609.82434","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",94.64441,"1574.69395","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",239.04134,"4044.00395","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",105.88891,"1697.82337","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",100.07803,"1620.89294","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Ophthalmolepis","lineolata",105.71169,"1479.42703","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",97.40659,"2891.79526","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",99.38357,"2976.15906","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",131.62236,"2929.30036","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",109.66543,"1631.05935","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",106.67524,"1475.86855","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",113.81057,"1787.46716","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",141.85738,"1568.37142","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Labridae","Pseudolabrus","biserialis",99.65016,"2763.74518","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Monacanthidae","Meuschenia","galii",239.6084,"1776.68888","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Muraenidae","Gymnothorax","prasinus",365.29687,"1243.97662","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",115.90715,"2586.72064","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",113.26925,"2539.85377","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",95.01233,"1710.78759","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",97.79334,"1619.12331","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",105.51105,"1603.60488","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pempherididae","Pempheris","klunzingeri",101.11286,"1908.36265","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",81.98812,"2269.78869","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.40811,"1421.62984","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.40811,"1421.62984","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",69.50834,"1685.60207","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",69.50834,"1685.60207","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",66.92095,"1807.39706","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.83876,"1642.44576","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.83876,"1642.44576","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.90187,"1591.41114","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",75.90187,"1591.41114","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",77.78902,"1182.68967","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Pomacentridae","Chromis","klunzingeri",77.78902,"1182.68967","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",101.37767,"1235.06958","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",64.37533,"1444.81718","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",79.33586,"1820.69443","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",109.04533,"861.54884","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",75.86242,"1455.67724","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
"2023-03_SwC_stereo-BRUVs","16","Scorpididae","Neatypus","obliquus",107.69495,"1687.54538","15/03/2023 2:52",NA,NA,"45.4","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.85971,-34.11395,"No-take"
