"campaignid","sample","family","genus","species","length","range","date.time","location","site","depth","observer.count","observer.length","successful.count","successful.length","successful.habitat.forward","successful.habitat.backward","ZoneName","longitude","latitude","status"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",175.59295,"2090.58913","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",155.96839,"2258.26816","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",163.24157,"1813.43949","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",160.32365,"2399.32565","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",168.76884,"1491.51626","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",171.14506,"1970.81806","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",145.75813,"1715.09395","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",162.06956,"2093.20885","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",160.58505,"3010.65216","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",163.84788,"1884.82332","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",165.83219,"1718.91704","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",165.60631,"1917.62104","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",170.33322,"1939.84184","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",167.8534,"1888.68300","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",164.42134,"2260.06044","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",165.18382,"1900.55398","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",165.18382,"1900.55398","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",174.07842,"2191.08814","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",160.24033,"1842.08523","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",160.24033,"1842.08523","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",152.17711,"1999.82032","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Caesioperca","sp1",180.30094,"1914.30205","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Epinephelides","armatus",381.01542,"960.95270","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Serranidae","Epinephelides","armatus",261.18512,"1051.88749","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Sparidae","Chrysophrys","auratus",394.48935,"1395.07347","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Sparidae","Chrysophrys","auratus",663.4707,"1510.58925","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Sparidae","Chrysophrys","auratus",663.4707,"1510.58925","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","31","Sparidae","Chrysophrys","auratus",426.1738,"2953.49884","18/03/2023 4:48",NA,NA,"66.1","Levi Peters","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.7880917,-34.11714167,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",96.23598,"2430.25564","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",104.93853,"2815.10772","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",113.1135,"2390.05809","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",97.04083,"2121.04781","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",96.38194,"2264.57281","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",97.04302,"2252.30528","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",89.19589,"2242.61222","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Carangidae","Pseudocaranx","sp",88.93825,"2646.91345","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Cheilodactylidae","Nemadactylus","valenciennesi",475.68987,"4451.49196","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Dasyatidae","Dasyatis","brevicaudata",1180.42294,"1213.04744","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Heterodontidae","Heterodontus","portusjacksoni",934.18287,"1682.82313","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",65.38321,"965.86865","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",65.38321,"965.86865","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",43.23974,"1089.54597","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",43.23974,"1089.54597","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",40.64919,"1229.50324","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",40.64919,"1229.50324","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",37.43188,"1284.48213","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",244.34841,"3820.84695","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",43.22924,"1062.17842","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",35.49535,"1312.64830","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",38.20349,"1252.04299","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",31.31995,"883.76378","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",37.86872,"1034.85498","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",44.16366,"1109.51333","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",43.8707,"1056.73101","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",41.82101,"999.87373","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",47.98113,"1701.04781","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",40.5643,"1169.41367","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",31.4112,"1246.56111","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",88.18469,"1471.15418","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",30.65525,"1157.12601","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Coris","auricularis",85.91817,"1474.65121","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Ophthalmolepis","lineolatus",239.38712,"2566.54010","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Pseudolabrus","biserialis",165.68191,"1342.48000","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Pseudolabrus","biserialis",130.49066,"1487.99059","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Labridae","Pseudolabrus","biserialis",182.69562,"1249.42399","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Orectolobidae","Orectolobus","spp",1152.77177,"1523.65369","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Platycephalidae","Platycephalus","speculator",531.60354,"2241.09263","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Platycephalidae","Platycephalus","speculator",517.00901,"1837.92577","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",86.44852,"1400.65301","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",86.44852,"1400.65301","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",86.44852,"1400.65301","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",86.44852,"1400.65301","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.85004,"619.09893","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.85004,"619.09893","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.85004,"619.09893","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.85004,"619.09893","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.07974,"1004.98183","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.07974,"1004.98183","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.07974,"1004.98183","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.55429,"724.26662","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.55429,"724.26662","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.55429,"724.26662","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",29.3625,"671.48806","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",29.3625,"671.48806","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",29.3625,"671.48806","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.1832,"813.73193","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.1832,"813.73193","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.1832,"813.73193","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.60105,"680.35733","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.60105,"680.35733","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.60105,"680.35733","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",34.86201,"653.86583","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",34.86201,"653.86583","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",34.86201,"653.86583","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.34205,"743.91339","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.34205,"743.91339","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.34205,"743.91339","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.84547,"767.96474","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.84547,"767.96474","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.84547,"767.96474","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.84547,"767.96474","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.46014,"713.63149","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.46014,"713.63149","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.46014,"713.63149","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.43802,"914.04014","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
