Dot Point Measurements

Generated: Thursday 26 October 2023 09:18:05

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	CAAB_code		Radius %
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	1343											2023-03_SwC_stereo-BRUVs	yes	17	1													46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	1343											2023-03_SwC_stereo-BRUVs	yes	17	1					Relief	High	Wall	4			82003007		46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	1343											2023-03_SwC_stereo-BRUVs	yes	17	1					Relief	High	Wall	4			82003007		64.2
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	1727											2023-03_SwC_stereo-BRUVs	yes	17	1													100.0
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	1727											2023-03_SwC_stereo-BRUVs	yes	17	1													89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	1727											2023-03_SwC_stereo-BRUVs	yes	17	1					Relief	High	Wall	4			82003007		89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	1727											2023-03_SwC_stereo-BRUVs	yes	17	1					Relief	High	Wall	4			82003007		100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	192											2023-03_SwC_stereo-BRUVs	yes	19	1													100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	192											2023-03_SwC_stereo-BRUVs	yes	19	1													89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	192											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	192											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	576											2023-03_SwC_stereo-BRUVs	yes	19	1													64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	576											2023-03_SwC_stereo-BRUVs	yes	19	1													46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	576											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	576											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	959											2023-03_SwC_stereo-BRUVs	yes	19	1													46.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	959											2023-03_SwC_stereo-BRUVs	yes	19	1													15.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	959											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		15.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	959											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	1343											2023-03_SwC_stereo-BRUVs	yes	19	1													64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	1343											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	1343											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	1343											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	1727											2023-03_SwC_stereo-BRUVs	yes	19	1													100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	1727											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	1727											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	1727											2023-03_SwC_stereo-BRUVs	yes	19	1					Relief	High	High (>3m)	3			82003006		100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	192											2023-03_SwC_stereo-BRUVs	yes	21	1													100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	192											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	High	High (>3m)	3			82003006		89.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		673	192											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		942	192											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	High	High (>3m)	3			82003006		100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	576											2023-03_SwC_stereo-BRUVs	yes	21	1													64.2
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	576											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	High	High (>3m)	3			82003006		46.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		673	576											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		46.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		942	576											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	959											2023-03_SwC_stereo-BRUVs	yes	21	1													46.5
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	959											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		673	959											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		15.5
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		942	959											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		46.5
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	1343											2023-03_SwC_stereo-BRUVs	yes	21	1													64.2
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	1343											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		673	1343											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		46.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		942	1343											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		64.2
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	1727											2023-03_SwC_stereo-BRUVs	yes	21	1													100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	1727											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		673	1727											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		89.9
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		942	1727											2023-03_SwC_stereo-BRUVs	yes	21	1					Relief	Low / moderate	Low (<1m)	1			82003003		100.0
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		135	192											2023-03_SwC_stereo-BRUVs	yes	22	1													100.0
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		404	192											2023-03_SwC_stereo-BRUVs	yes	22	1													89.9
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		673	192											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		89.9
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		942	192											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		100.0
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		135	576											2023-03_SwC_stereo-BRUVs	yes	22	1													64.2
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		404	576											2023-03_SwC_stereo-BRUVs	yes	22	1													46.9
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		673	576											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		46.9
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		942	576											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		64.2
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		135	959											2023-03_SwC_stereo-BRUVs	yes	22	1													46.5
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		404	959											2023-03_SwC_stereo-BRUVs	yes	22	1													15.5
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		673	959											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		942	959											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		46.5
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		135	1343											2023-03_SwC_stereo-BRUVs	yes	22	1													64.2
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		404	1343											2023-03_SwC_stereo-BRUVs	yes	22	1													46.9
22_1_01_L035_MAH00360.MP4_0027710.jpg	      0		673	1343											2023-03_SwC_stereo-BRUVs	yes	22	1					Relief	High	High (>3m)	3			82003006		46.9
