Dot Point Measurements

Generated: Friday 31 May 2024 15:32:14

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	scientific						Radius %
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		563	573											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Unscorable								61.4
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		712	41											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Unscorable								100.0
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		675	1108											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Unscorable								19.7
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		724	1040											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Unscorable								23.5
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		874	1090											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Substrate	Unconsolidated (soft)							20.4
DM-BV-03_1_01_Left_MAH03144.MP4_0041189.jpg	      0		873	1665											2023-09_Dampier_stereo-BRUVs	no	DM-BV-03	1					Substrate	Unconsolidated (soft)							25.9
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		859	251											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							100.0
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		577	1183											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Unscorable								23.0
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		1032	580											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							69.7
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		561	685											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Unscorable								59.4
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		834	1684											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							51.4
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		898	1693											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Unscorable								53.3
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		919	1818											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Unscorable								66.6
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		609	1131											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							20.8
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		913	864											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							37.3
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		924	1385											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							24.0
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		760	1675											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							50.4
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		926	1867											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Unscorable								71.8
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		785	1478											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							29.5
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		929	485											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							76.4
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		626	1829											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							68.8
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		1019	1521											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							41.4
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		661	1576											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							42.2
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		651	569											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							68.0
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		729	1325											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							15.1
DM-BV-04_1_01_Left_MAH00346.MP4_0077121.jpg	      0		689	360											2023-09_Dampier_stereo-BRUVs	no	DM-BV-04	1					Substrate	Unconsolidated (soft)							89.0
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		918	360											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							48.5
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		548	1826											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								99.1
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		807	446											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							38.4
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		703	144											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Sponges	Erect forms							68.1
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		1001	1839											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							100.0
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		558	522											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								37.7
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		589	519											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								36.3
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		542	426											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								46.4
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		991	1451											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							63.2
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		1033	120											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							74.3
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		589	871											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								18.9
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		563	417											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								46.2
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		642	964											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Unscorable								18.2
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		670	1441											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Sessile invertebrates								59.8
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		968	1077											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							29.6
DM-BV-05_1_01_Left_MAH00438.MP4_0075493.jpg	      0		765	539											2023-09_Dampier_stereo-BRUVs	no	DM-BV-05	1					Substrate	Unconsolidated (soft)							29.2
