OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
1	1.09	2023 08 01 09:48:12	F:\20220522\L027_R028\1\	1.EMObs
11	1.09	2023 08 01 09:48:12	F:\20220522\L031_R032\11\	11.EMObs
12	1.09	2023 08 01 09:48:12	F:\20220520\L031_R032\12\	12.EMObs
13	1.09	2023 08 01 09:48:12	F:\20220526\L039_R040\13\	13.EMObs
14	1.09	2023 08 01 09:48:12	G:\20220526\L041_R042\14\	14.EMObs
15	1.09	2023 08 01 09:48:12	F:\20220522\L037_R038\15\	15.EMObs
16	1.09	2023 08 01 09:48:12	F:\20220520\L027_R028\16\	16.EMObs
17	1.09	2023 08 01 09:48:12	F:\20220522\L031_R032\17\	17.EMObs
18	1.09	2023 08 01 09:48:12	F:\20220522\L035_R036\18\	18.EMObs
19	1.09	2023 08 01 09:48:12	G:\20220526\L035_R036\19\	19.EMObs
2	1.09	2023 08 01 09:48:12	F:\20220522\L027_R028\2\	2.EMObs
20	1.09	2023 08 01 09:48:12	G:\20220522\L039_R040\20\	20.EMObs
21	1.09	2023 08 01 09:48:12	G:\20220522\L037_R038\21\	21.EMObs
22	1.09	2023 08 01 09:48:12	G:\20220522\L039_R040\22\	22.EMObs
23	1.09	2023 08 01 09:48:12	G:\20220520\L031_R032\23\	23.EMObs
24	1.09	2023 08 01 09:48:12	G:\20220520\L041_R042\24\	24.EMObs
25	1.09	2023 08 01 09:48:12	G:\20220522\L029_R030\25\	25.EMObs
26	1.09	2023 08 01 09:48:12	G:\20220520\L031_R032\26\	26.EMObs
27	1.09	2023 08 01 09:48:12	G:\20220522\L035_R036\27\	27.EMObs
28	1.09	2023 08 01 09:48:12	G:\20220522\L041_R042\28\	28.EMObs
29	1.09	2023 08 01 09:48:12	G:\20220522\L041_R042\29\	29.EMObs
3	1.09	2023 08 01 09:48:12	G:\20220520\L039_R040\3\	3.EMObs
30	1.09	2023 08 01 09:48:12	F:\20220522\L041_R042\30\	30.EMObs
31	1.09	2023 08 01 09:48:12	G:\20220520\L041_R042\31\	31.EMObs
32	1.09	2023 08 01 09:48:12	G:\20220522\L037_R038\32\	32.EMObs
33	1.09	2023 08 01 09:48:12	E:\20220522\L029_R030\33\	33.EMObs
34	1.09	2023 08 01 09:48:12	G:\20220522\L035_R036\34\	34.EMObs
35	1.09	2023 08 01 09:48:12	G:\20220522\L033_R034\35\	35.EMObs
36	1.09	2023 08 01 09:48:12	G:\20220520\L035_R036\36\	36.EMObs
37	1.09	2023 08 01 09:48:12	G:\20220520\L035_R036\37\	37.EMObs
38	1.09	2023 08 01 09:48:12	F:\20220526\L037_R038\38\	38.EMObs
39	1.09	2023 08 01 09:48:12	E:\20220522\L037_R038\39\	39.EMObs
4	1.09	2023 08 01 09:48:12	F:\20220520\L041_R042\4\	4.EMObs
40	1.09	2023 08 01 09:48:12	G:\20220520\L027_R028\40\	40.EMObs
41	1.09	2023 08 01 09:48:12	G:\20220522\L033_R034\41\	41.EMObs
42	1.09	2023 08 01 09:48:12	G:\20220522\L035_R036\42\	42.EMObs
43	1.09	2023 08 01 09:48:12	G:\20220522\L027_R028\43\	43.EMObs
44	1.09	2023 08 01 09:48:12	G:\20220520\L033_R034\44\	44.EMObs
45	1.09	2023 08 01 09:48:12	G:\20220520\L033_R034\45\	45_Claude.EMObs
46	1.09	2023 08 01 09:48:12	G:\20220522\L033_R034\46\	46.EMObs
47	1.09	2023 08 01 09:48:12	G:\20220522\L039_R040\47\	47.EMObs
48	1.09	2023 08 01 09:48:12	G:\20220522\L029_R030\48\	48.EMObs
5	1.09	2023 08 01 09:48:12	F:\20220522\L041_R042\5\	5.EMObs
50	1.09	2023 08 01 09:48:12	G:\20220522\L031_R032\50\	50.EMObs
51	1.09	2023 08 01 09:48:12	G:\20220522\L039_R040\51\	51.EMObs
52	1.09	2023 08 01 09:48:12	G:\20220520\L029_R030\52\	52.EMObs
53	1.09	2023 08 01 09:48:12	G:\20220526\L033_R034\53\	53.EMObs
54	1.09	2023 08 01 09:48:12	G:\20220520\L027_R028\54\	54.EMObs
55	1.09	2023 08 01 09:48:12	G:\20220520\L037_R038\55\	55_Claude.EMObs
56	1.09	2023 08 01 09:48:12	G:\20220520\L039_R040\56\	56.EMObs
57	1.09	2023 08 01 09:48:12	G:\20220526\L027_R028\57\	57.EMObs
58	1.09	2023 08 01 09:48:12	G:\20220522\L027_R028\58\	58.EMObs
59	1.09	2023 08 01 09:48:12	F:\20220520\L039_R040\59\	59.EMObs
6	1.09	2023 08 01 09:48:12	F:\20220520\L037_R038\6\	6.EMObs
60	1.09	2023 08 01 09:48:12	G:\20220520\L029_R030\60\	60.EMObs
61	1.09	2023 08 01 09:48:12	G:\20220526\L031_R032\61\	61.EMObs
62	1.09	2023 08 01 09:48:12	E:\20220520\L029_R030\62\	62.EMObs
63	1.09	2023 08 01 09:48:12	G:\20220526\L029_R030\63\	63.EMObs
64	1.09	2023 08 01 09:48:12	G:\20220520\L037_R038\64\	64.EMObs
7	1.09	2023 08 01 09:48:12	F:\20220520\L035_R036\7\	7.EMObs
8	1.09	2023 08 01 09:48:12	G:\20220522\L029_R030\8\	8.EMObs
9	1.09	2023 08 01 09:48:12	F:\20220522\L031_R032\9\	9.EMObs
