Sample,Latitude,Longitude,Location,Status,Site,Depth,Observer.count,Observer.length,Successful.count,Successful.length,Comment,Date.time
10dAC3-11,-31.9927685,115.4984064,Armstrong,Fished,AC3,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC3-12,-31.9927685,115.4984064,Armstrong,Fished,AC3,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-1,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-2,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-3,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-4,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-5,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-6,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-7,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-8,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-9,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-10,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-11,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAC4-12,-31.9927685,115.4984064,Armstrong,Fished,AC4,6,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-1,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-2,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-3,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-4,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-5,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-6,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-7,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-8,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-9,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-10,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-11,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR1-12,-31.99046705,115.5078664,Armstrong,Reserve,AR1,13,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-1,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-2,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-3,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-4,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-5,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-6,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-7,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-8,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-9,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-10,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-11,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dAR2-12,-31.99046705,115.5078664,Armstrong,Reserve,AR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-1,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-2,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-3,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-4,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-5,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-6,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-7,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-8,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-9,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-10,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-11,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC1-12,-32.02269251,115.4810697,Green_Island,Fished,GC1,7,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-1,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-2,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-3,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-4,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-5,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-6,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-7,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-8,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-9,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-10,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-11,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC2-12,-32.02269251,115.4810697,Green_Island,Fished,GC2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-1,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-2,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-3,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-4,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-5,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-6,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-7,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-8,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-9,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-10,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-11,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC3-12,-32.02119923,115.5122283,Green_Island,Fished,GC3,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-1,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-2,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-3,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-4,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-5,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-6,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-7,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-8,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-9,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-10,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-11,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGC4-12,-32.02119923,115.5122283,Green_Island,Fished,GC4,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-1,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-2,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-3,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-4,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-5,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-6,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-7,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-8,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-9,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-10,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-11,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR1-12,-32.02166455,115.5034323,Green_Island,Reserve,GR1,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-1,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-2,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-3,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-4,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-5,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-6,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-7,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-8,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-9,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-10,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-11,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dGR2-12,-32.02166455,115.5034323,Green_Island,Reserve,GR2,12,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-1,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-2,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-3,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-4,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-5,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-6,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-7,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-8,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-9,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-10,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-11,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC1-12,-32.00922502,115.5632983,Kingston,Fished,KC1,10,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-1,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-2,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-3,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-4,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-5,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-6,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-7,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-8,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-9,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-10,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-11,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC2-12,-32.00922502,115.5632983,Kingston,Fished,KC2,4,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-1,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-2,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-3,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-4,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-5,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-6,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-7,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-8,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-9,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-10,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-11,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC3-12,-31.98675933,115.544321,Kingston,Fished,KC3,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC4-1,-31.98675933,115.544321,Kingston,Fished,KC4,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC4-2,-31.98675933,115.544321,Kingston,Fished,KC4,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC4-3,-31.98675933,115.544321,Kingston,Fished,KC4,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC4-4,-31.98675933,115.544321,Kingston,Fished,KC4,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
10dKC4-5,-31.98675933,115.544321,Kingston,Fished,KC4,8,Bryce,Bryce,Yes,Yes,NA,2010-03-01T00:00:00+08:00
