"sample","scientific","maxn","family","genus","species","campaignid","date.time","location","site","depth","observer.count","observer.length","successful.count","successful.length","successful.habitat.forward","successful.habitat.backward","ZoneName","longitude","latitude","status"
"10","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Arripidae Arripis georgianus",0,"Arripidae","Arripis","georgianus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Aulopidae Latropiscis purpurissatus",0,"Aulopidae","Latropiscis","purpurissatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carangidae NA NA",0,"Carangidae",NA,NA,"2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carangidae Pseudocaranx sp",0,"Carangidae","Pseudocaranx","sp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carangidae Pseudocaranx spp",0,"Carangidae","Pseudocaranx","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carangidae Seriola hippos",0,"Carangidae","Seriola","hippos","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carangidae Seriola lalandi",0,"Carangidae","Seriola","lalandi","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carcharhinidae Carcharhinus brevipinna",0,"Carcharhinidae","Carcharhinus","brevipinna","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Carcharhinidae Carcharhinus spp",0,"Carcharhinidae","Carcharhinus","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Chaetodontidae Chelmonops curiosus",0,"Chaetodontidae","Chelmonops","curiosus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Cheilodactylidae Dactylophora nigricans",0,"Cheilodactylidae","Dactylophora","nigricans","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Cheilodactylidae Nemadactylus valenciennesi",0,"Cheilodactylidae","Nemadactylus","valenciennesi","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Dasyatidae Dasyatis brevicaudata",1,"Dasyatidae","Dasyatis","brevicaudata","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Enoplosidae Enoplosus armatus",0,"Enoplosidae","Enoplosus","armatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Gerreidae Parequula melbournensis",1,"Gerreidae","Parequula","melbournensis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Glaucosomatidae Glaucosoma hebraicum",0,"Glaucosomatidae","Glaucosoma","hebraicum","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Gobiesocidae NA NA",0,"Gobiesocidae",NA,NA,"2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Gobiesocidae NA spp",0,"Gobiesocidae",NA,"spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Heterodontidae Heterodontus portusjacksoni",1,"Heterodontidae","Heterodontus","portusjacksoni","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Kyphosidae Girella tephraeops",0,"Kyphosidae","Girella","tephraeops","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Achoerodus gouldii",0,"Labridae","Achoerodus","gouldii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Austrolabrus maculatus",1,"Labridae","Austrolabrus","maculatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Bodianus frenchii",0,"Labridae","Bodianus","frenchii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Choerodon rubescens",0,"Labridae","Choerodon","rubescens","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Coris auricularis",71,"Labridae","Coris","auricularis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Eupetrichthys angustipes",0,"Labridae","Eupetrichthys","angustipes","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae NA NA",0,"Labridae",NA,NA,"2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae NA sp1",0,"Labridae",NA,"sp1","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Notolabrus parilus",0,"Labridae","Notolabrus","parilus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Ophthalmolepis lineolata",9,"Labridae","Ophthalmolepis","lineolata","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Ophthalmolepis lineolatus",0,"Labridae","Ophthalmolepis","lineolatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Pseudolabrus biserialis",8,"Labridae","Pseudolabrus","biserialis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Suezichthys bifurcatus",0,"Labridae","Suezichthys","bifurcatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Labridae Suezichthys cyanolaemus",0,"Labridae","Suezichthys","cyanolaemus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Acanthaluteres vittiger",0,"Monacanthidae","Acanthaluteres","vittiger","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia flavolineata",0,"Monacanthidae","Meuschenia","flavolineata","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia freycineti",0,"Monacanthidae","Meuschenia","freycineti","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia galii",1,"Monacanthidae","Meuschenia","galii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia hippocrepis",0,"Monacanthidae","Meuschenia","hippocrepis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia scaber",0,"Monacanthidae","Meuschenia","scaber","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia spp",0,"Monacanthidae","Meuschenia","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Meuschenia venusta",0,"Monacanthidae","Meuschenia","venusta","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae NA spp",0,"Monacanthidae",NA,"spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Monacanthidae Scobinichthys granulatus",0,"Monacanthidae","Scobinichthys","granulatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Mullidae Parupeneus chrysopleuron",0,"Mullidae","Parupeneus","chrysopleuron","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Mullidae Upeneichthys vlamingii",0,"Mullidae","Upeneichthys","vlamingii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Muraenidae Gymnothorax prasinus",0,"Muraenidae","Gymnothorax","prasinus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Muraenidae Gymnothorax woodwardi",0,"Muraenidae","Gymnothorax","woodwardi","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","NA NA spp",0,NA,NA,"spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Neosebastidae Neosebastes bougainvillii",0,"Neosebastidae","Neosebastes","bougainvillii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Neosebastidae Neosebastes nigropunctatus",0,"Neosebastidae","Neosebastes","nigropunctatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Neosebastidae Neosebastes pandus",0,"Neosebastidae","Neosebastes","pandus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Odacidae Siphonognathus caninis",0,"Odacidae","Siphonognathus","caninis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Odacidae Siphonognathus spp",0,"Odacidae","Siphonognathus","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Odontaspididae Furgaleus macki",0,"Odontaspididae","Furgaleus","macki","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Oplegnathidae Oplegnathus woodwardi",0,"Oplegnathidae","Oplegnathus","woodwardi","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Orectolobidae Orectolobus spp",0,"Orectolobidae","Orectolobus","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Ostraciidae Anoplocapros lenticularis",0,"Ostraciidae","Anoplocapros","lenticularis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Parascylliidae Parascyllium variolatum",0,"Parascylliidae","Parascyllium","variolatum","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pempherididae Parapriacanthus elongatus",0,"Pempherididae","Parapriacanthus","elongatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pempherididae Pempheris klunzingeri",0,"Pempherididae","Pempheris","klunzingeri","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Platycephalidae Platycephalus speculator",0,"Platycephalidae","Platycephalus","speculator","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Platycephalidae Platycephalus spp",0,"Platycephalidae","Platycephalus","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Plesiopidae Trachinops noarlungae",0,"Plesiopidae","Trachinops","noarlungae","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pomacentridae Chromis klunzingeri",5,"Pomacentridae","Chromis","klunzingeri","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pomacentridae Chromis westaustralis",2,"Pomacentridae","Chromis","westaustralis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pomacentridae Parma mccullochi",0,"Pomacentridae","Parma","mccullochi","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pomacentridae Parma occidentalis",0,"Pomacentridae","Parma","occidentalis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Pomacentridae Parma spp",0,"Pomacentridae","Parma","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scombridae Thunnus spp",0,"Scombridae","Thunnus","spp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scorpididae Neatypus obliquus",9,"Scorpididae","Neatypus","obliquus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scorpididae Scorpis aequipinnis",0,"Scorpididae","Scorpis","aequipinnis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scorpididae Scorpis georgiana",0,"Scorpididae","Scorpis","georgiana","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scorpididae Tilodon sexfasciatus",0,"Scorpididae","Tilodon","sexfasciatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Scyliorhinidae Aulohalaelurus labiosus",0,"Scyliorhinidae","Aulohalaelurus","labiosus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Caesioperca rasor",0,"Serranidae","Caesioperca","rasor","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Caesioperca sp",0,"Serranidae","Caesioperca","sp","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Caesioperca sp1",0,"Serranidae","Caesioperca","sp1","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Epinephelides armatus",0,"Serranidae","Epinephelides","armatus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Hypoplectrodes nigroruber",0,"Serranidae","Hypoplectrodes","nigroruber","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Serranidae Othos dentex",0,"Serranidae","Othos","dentex","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Sphyraenidae Sphyraena novaehollandiae",0,"Sphyraenidae","Sphyraena","novaehollandiae","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","SUS SUS SUS",0,"SUS","SUS","SUS","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Tetraodontidae Lagocephalus sceleratus",0,"Tetraodontidae","Lagocephalus","sceleratus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Triakidae Furgaleus macki",0,"Triakidae","Furgaleus","macki","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Triakidae Mustelus antarcticus",0,"Triakidae","Mustelus","antarcticus","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Triglidae Chelidonichthys kumu",0,"Triglidae","Chelidonichthys","kumu","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Trygonorrhinidae Trygonorrhina dumerilii",1,"Trygonorrhinidae","Trygonorrhina","dumerilii","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"10","Urolophidae Trygonoptera ovalis",1,"Urolophidae","Trygonoptera","ovalis","2023-03_SwC_stereo-BRUVs","18/03/2023 2:44",NA,NA,"44.3","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.853305,-34.083875,"No-take"
"12","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Arripidae Arripis georgianus",0,"Arripidae","Arripis","georgianus","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Aulopidae Latropiscis purpurissatus",0,"Aulopidae","Latropiscis","purpurissatus","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Carangidae NA NA",0,"Carangidae",NA,NA,"2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Carangidae Pseudocaranx sp",0,"Carangidae","Pseudocaranx","sp","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Carangidae Pseudocaranx spp",2,"Carangidae","Pseudocaranx","spp","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
"12","Carangidae Seriola hippos",0,"Carangidae","Seriola","hippos","2023-03_SwC_stereo-BRUVs","15/03/2023 2:18",NA,NA,"42.6","Daniel Agnello","Gidget Mirrabelle","Yes","Yes","Yes","Yes","National Park Zone",114.8816483,-34.13248667,"No-take"
