opcode,period,latitude_dd,longitude_dd,date_time,site,location,status,depth_m,observer,successful_count,successful_length,comment,transect_length
69450,T2,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T3,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T4,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T5,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T6,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T7,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T8,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T9,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T10,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T11,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69450,T12,-20.8285,116.0662,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,,No,No,,25
69451,T1,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T2,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T3,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T4,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T5,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T6,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T7,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T8,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T9,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T10,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T11,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69451,T12,-20.8286,116.068,2013-11-13T12:00:00+08:00,Steamboat Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,right a little blurry,25
69452,T1,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T2,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T3,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T4,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T5,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T6,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T7,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T8,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T9,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T10,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69452,T11,-20.9554,115.8725,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69453,T1,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T2,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T3,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T4,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T5,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T6,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T7,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T8,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T9,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T10,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T11,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69453,T12,-20.9536,115.8732,2013-11-13T12:00:00+08:00,Shoal Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,Left nd right a little blurry,25
69454,T1,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T2,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T3,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T4,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T5,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T6,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T7,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T8,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T9,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T10,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T11,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69454,T12,-21.106,115.7782,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69455,T1,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T2,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T3,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T4,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T5,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T6,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T7,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T8,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T9,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T10,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T11,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69455,T12,-21.1086,115.7879,2013-11-13T12:00:00+08:00,Passage Isand,Pilbara,Fished,,,No,No,bad vis,25
69456,T1,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T2,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T3,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T4,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T5,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T6,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T7,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T8,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T9,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T10,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T11,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69456,T12,-21.3889,115.445,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,,25
69457,T1,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T2,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T3,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T4,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T5,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T6,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T7,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T8,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T9,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T10,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T11,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69457,T12,-21.3928,115.4406,2013-11-14T12:00:00+08:00,False Isand,Pilbara,Fished,,Todd Bond,Yes,Yes,Left a little blurry,25
69458,T1,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T2,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T3,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T4,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T5,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T6,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T7,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T8,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T9,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T10,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T11,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69458,T12,-21.4455,115.3492,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69459,T1,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T2,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T3,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T4,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T5,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T6,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T7,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T8,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T9,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T10,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T11,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69459,T12,-21.4444,115.3507,2013-11-14T12:00:00+08:00,North Isand,Pilbara,Fished,,,No,No,RightCam fail,25
69460,T1,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T2,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T3,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T4,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T5,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T6,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T7,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T8,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T9,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T10,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T11,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69460,T12,-21.5021,115.233,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,Average vis,25
69461,T1,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T2,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T3,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T4,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T5,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T6,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T7,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T8,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T9,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T10,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T11,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69461,T12,-21.5046,115.2158,2013-11-14T12:00:00+08:00,Twin Isand,Pilbara,Fished,,Katrina Bornt,Yes,Yes,,25
69462,T1,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T2,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T3,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T4,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T5,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T6,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T7,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T8,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T9,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T10,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T11,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69462,T12,-21.5379,115.1273,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,,No,No,,25
69463,T1,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T2,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T3,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T4,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T5,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T6,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T7,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T8,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T9,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T10,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T11,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69463,T12,-21.5375,115.1243,2013-11-15T12:00:00+08:00,Direction Isand,Pilbara,Fished,,Matt Birt,Yes,Yes,,25
69464,T1,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T2,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T3,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T4,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T5,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T6,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T7,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T8,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T9,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T10,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T11,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
69464,T12,-21.593735,114.926479,2013-11-15T12:00:00+08:00,Ashburton Island,Pilbara,Fished,,Matt Birt,Yes,Yes,not in Tims labsheet. Brooke - estimated lat and lon,25
