OpCode	PeriodIndex	Period	FilenameStart	FrameStart	TimeStart	FilenameEnd	FrameEnd	TimeEnd	HasEnd
10_1	0	Bottom Time	Frey_10_1_1258_1259_1258_1.MP4	14709	8.17984	Frey_10_1_1258_1259_1258_6.MP4	7754	63.45450	1
10_1	1	Extra	Frey_10_1_1258_1259_1258_6.MP4	7799	63.47953	Frey_10_1_1258_1259_1258_6.MP4	18958	69.68517	1
10_2	0	Bottom Time	Frey_10_2_1260_1261_1260_1.MP4	11473	6.38026	Frey_10_2_1260_1261_1260_6.MP4	4287	61.62656	1
10_2	1	Extra	Frey_10_2_1260_1261_1260_6.MP4	4358	61.66605	Frey_10_2_1260_1261_1260_6.MP4	12374	66.12384	1
10_3	0	Bottom Time	Frey_10_3_1262_1263_1262_1.MP4	12231	6.80180	Frey_10_3_1262_1263_1262_6.MP4	9693	64.63290	1
10_3	1	Extra	Frey_10_3_1262_1263_1262_6.MP4	9765	64.67294	Frey_10_3_1262_1263_1262_7.MP4	622	71.40022	1
10_4	0	Bottom Time	Frey_10_4_1278_1279_1278_1.MP4	7268	4.04182	Frey_10_4_1278_1279_1278_6.MP4	4270	61.58374	1
10_4	1	Extra	Frey_10_4_1278_1279_1278_6.MP4	4437	61.67661	Frey_10_4_1278_1279_1278_6.MP4	15990	68.10137	1
10_5	0	Bottom Time	Frey_10_5_1276_1277_1276_1.MP4	11576	6.43754	Frey_10_5_1276_1277_1276_6.MP4	6482	62.73045	1
10_5	1	Extra	Frey_10_5_1276_1277_1276_6.MP4	6542	62.76381	Frey_10_5_1276_1277_1276_6.MP4	17326	68.76091	1
10_6	0	Bottom Time	Frey_10_6_1280_1281_1280_1.MP4	9978	5.54888	Frey_10_6_1280_1281_1280_6.MP4	5370	62.17878	1
10_6	1	Extra	Frey_10_6_1280_1281_1280_6.MP4	5405	62.19825	Frey_10_6_1280_1281_1280_7.MP4	101	71.06043	1
11_1	0	Bottom TIme	Frey_11_1_1258_1259_1258_1.MP4	5196	2.88955	Frey_11_1_1258_1259_1258_6.MP4	478	59.35819	1
11_1	1	Extra	Frey_11_1_1258_1259_1258_6.MP4	500	59.37042	Frey_11_1_1258_1259_1258_6.MP4	8689	63.92442	1
