OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
BP_SZ_20170428_DOV	3	Becher Point SZ_20170428_LEFT110.avi	17390	Becher Point SZ_20170428_Right111.avi	18111	11.59333	T1	0.338	2134.69411	414.20359	-4598.66484	9.83	2.40788	21.82321	9.01207	5086.86562	25.56772	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
BP_SZ_20170428_DOV	4	Becher Point SZ_20170428_LEFT110.avi	17393	Becher Point SZ_20170428_Right111.avi	18114	11.59533	T1	0.34	1376.55565	558.91309	-3416.56911	4.93609	2.22716	12.38573	4.475	3725.61858	23.98894	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
BP_SZ_20170428_DOV	5	Becher Point SZ_20170428_LEFT110.avi	17393	Becher Point SZ_20170428_Right111.avi	18114	11.59533	T1	0.34	779.03879	297.44439	-2294.86863	2.05508	1.12553	5.7018	2.66084	2441.67906	20.43836	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
BP_SZ_20170428_DOV	6	Becher Point SZ_20170428_LEFT110.avi	17600	Becher Point SZ_20170428_Right111.avi	18321	11.73333	T1	0.478	-456.72838	-39.05379	-4340.94016	2.68764	1.90913	19.84829	1.0509	4365.07589	6.04787	Pomacentridae	Parma	mccullochi	37372093	1	AD	Passing			
BP_SZ_20170428_DOV	7	Becher Point SZ_20170428_LEFT110.avi	17682	Becher Point SZ_20170428_Right111.avi	18403	11.788	T1	0.53267	-643.72549	-691.68146	-2352.72294	1.81621	2.08107	5.8019	0.77775	2535.37196	20.99847	Labridae	Notolabrus	parilus	37384022	1	J	Passing			
BP_SZ_20170428_DOV	8	Becher Point SZ_20170428_LEFT110.avi	17692	Becher Point SZ_20170428_Right111.avi	18413	11.79467	T1	0.53933	-740.78787	-437.16291	-1886.36263	1.60767	1.21995	3.64035	0.25224	2073.22021	23.91068	Blenniidae	Plagiotremus	tapeinosoma	37408076	1	AD	Passing			
BP_SZ_20170428_DOV	11	Becher Point SZ_20170428_LEFT110.avi	17898	Becher Point SZ_20170428_Right111.avi	18619	11.932	T1	0.67667	1146.10394	740.35523	-3600.48729	4.46747	2.91751	13.84093	14.56995	3850.34918	21.44424	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
BP_SZ_20170428_DOV	12	Becher Point SZ_20170428_LEFT110.avi	17989	Becher Point SZ_20170428_Right111.avi	18710	11.99267	T1	0.73733	-182.40688	-49.4354	-2993.61935	1.34238	1.28506	9.47985	7.0145	2999.5788	3.49766	Labridae	Halichoeres	brownfieldi	37384108	1	AD	Passing			
BP_SZ_20170428_DOV	14	Becher Point SZ_20170428_LEFT110.avi	18386	Becher Point SZ_20170428_Right111.avi	19107	12.25733	T1	1.002	-156.0356	-406.0247	-1518.48631	0.67376	0.94332	2.46545	0.40204	1579.55812	14.84529	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
BP_SZ_20170428_DOV	19	Becher Point SZ_20170428_LEFT110.avi	18789	Becher Point SZ_20170428_Right111.avi	19510	12.526	T1	1.27067	-1065.41035	214.03892	-2523.24403	2.9485	1.12914	6.72117	3.84732	2747.30273	23.57107	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
BP_SZ_20170428_DOV	20	Becher Point SZ_20170428_LEFT110.avi	18793	Becher Point SZ_20170428_Right111.avi	19514	12.52867	T1	1.27333	-1502.4176	-219.26788	-3289.06635	5.25898	1.69576	11.32369	2.42771	3622.6088	24.63032	Pomacentridae	Parma	mccullochi	37372093	1	AD	Passing			
BP_SZ_20170428_DOV	24	Becher Point SZ_20170428_LEFT110.avi	18922	Becher Point SZ_20170428_Right111.avi	19643	12.61467	T1	1.35933	341.59729	553.80057	-5047.31809	2.71891	3.17226	26.83396	9.51585	5089.08673	8.41493	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
