OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0001_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0002_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0003_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0004_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0005_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0006_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0007_0001.mp4	71929	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0008_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0009_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0010_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0011_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0012_0001.mp4	43902	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0001_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0002_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0003_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0004_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0005_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0006_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0007_0001.mp4	71929	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0008_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0009_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0010_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0011_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0012_0001.mp4	38135	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0001_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0002_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0003_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0004_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0005_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0006_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0007_0001.mp4	71929	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0008_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0009_0001.mp4	71928	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_3_0010_0001.mp4	37817	59.94006
20220519-1-SQUID	0	0	0.00000	0	20220519_BOTTOM_1_0001_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0001_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0002_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0003_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0004_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0005_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0006_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0007_0001.mp4	71929	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0008_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0009_0001.mp4	71928	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_3_0010_0001.mp4	45869	59.94006
20220519-1-SQUID	1	0	0.00000	0	20220519_TOP_1_0001_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0001_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0002_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0003_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0004_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0005_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0006_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0007_0001.mp4	71929	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0008_0001.mp4	9245	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0001_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0002_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0003_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0004_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0005_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0006_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0007_0001.mp4	71929	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0008_0001.mp4	7745	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0001_0001.mp4	71928	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0002_0001.mp4	71928	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0003_0001.mp4	71928	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0004_0001.mp4	71928	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0005_0001.mp4	71928	59.94006
20220521-2-SQUID	0	0	0.00000	0	20220521_BOTTOM_2_0006_0001.mp4	12822	59.94006
20220521-2-SQUID	1	0	0.00000	0	20220521_TOP_2_0001_0001.mp4	71928	59.94006
20220521-2-SQUID	1	0	0.00000	0	20220521_TOP_2_0002_0001.mp4	71928	59.94006
20220521-2-SQUID	1	0	0.00000	0	20220521_TOP_2_0003_0001.mp4	71928	59.94006
20220521-2-SQUID	1	0	0.00000	0	20220521_TOP_2_0004_0001.mp4	71928	59.94006
20220521-2-SQUID	1	0	0.00000	0	20220521_TOP_2_0005_0001.mp4	60013	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0001_0001.mp4	71928	59.94006
