OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
20220519-1-NAKED	1.09	2023 08 01 11:52:17	F:\20220519\	20220519-1-NAKED_copyHW.EMObs
20220519-1-SQUID	1.09	2023 08 01 11:52:17	D:\20220519\	20220519-1-SQUID.EMObs
20220519-2-NAKED	1.09	2023 08 01 11:52:17	F:\20220519\	20220519-2-NAKED_copyHW.EMObs
20220521-2-SQUID	1.09	2023 08 01 11:52:17	E:\20220521\	20220521-2-SQUID.EMObs
20220521-3-NAKED	1.09	2023 08 01 11:52:17	F:\20220521\	20220521-3-NAKED_copyHW.EMObs
20220521-3-SQUID	1.09	2023 08 01 11:52:17	E:\20220521\	20220521-3-SQUID.EMObs
20220521-4-NAKED	1.09	2023 08 01 11:52:17	F:\20220521\	20220521-4-NAKED_copyHW.EMObs
20220523-1-NAKED	1.09	2023 08 01 11:52:17	F:\20220523\	20220523-1-NAKED_copyHW.EMObs
20220523-2-NAKED	1.09	2023 08 01 11:52:17	F:\20220523\	20220523-2-NAKED_copyHW.EMObs
20220523-3-NAKED	1.09	2023 08 01 11:52:17	G:\20220523\	20220523-3-NAKED.EMObs
20220523-3-SQUID	1.09	2023 08 01 11:52:17	E:\20220523\	20220523-3-SQUID.EMObs
20220523-4-SQUID	1.09	2023 08 01 11:52:17	E:\20220523\	20220523-4-SQUID.EMObs
20220523-5-SQUID	1.09	2023 08 01 11:52:17	E:\20220523\	20220523-5-SQUID.EMObs
20220525-SQUID-1	1.09	2023 08 01 11:52:17	E:\20220525\	20220525-1-SQUID.EMObs
20220525-2-SQUID	1.09	2023 08 01 11:52:17	E:\20220525\	20220525-2-SQUID.EMObs
20220525-3-NAKED	1.09	2023 08 01 11:52:17	G:\20220525\	20220525-3-NAKED.EMObs
20220525-3-SQUID	1.09	2023 08 01 11:52:17	E:\20220525\	20220525-3-SQUID.EMObs
20220525-4-NAKED	1.09	2023 08 01 11:52:17	G:\20220525\	20220525-4-NAKED.EMObs
20220525-5-NAKED	1.09	2023 08 01 11:52:17	E:\20220525\	20220525-5-NAKED.EMObs
20220526-1-SQUID	1.09	2023 08 01 11:52:17	D:\20220526\	20220526-1-SQUID.EMObs
20220526-2-NAKED	1.09	2023 08 01 11:52:17	F:\20220526\	20220526-2-NAKED.EMObs
20220526-2-SQUID	1.09	2023 08 01 11:52:17	E:\20220526\	20220526-2-SQUID.EMObs
20220526-3-NAKED	1.09	2023 08 01 11:52:17	E:\20220526\	20220526-3-NAKED.EMObs
20220527-1-NAKED	1.09	2023 08 01 11:52:17	G:\20220527\	20220527-1-NAKED.EMObs
20220527-2-SQUID	1.09	2023 08 01 11:52:17	D:\20220527\	20220527-2-SQUID.EMObs
