OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
FH50	4	FH50_L1205 (5).MP4	38005	FH50_R1206 (2).MP4	36545	33.15701	1	25.62588	151.51324	2.53915	4.53822	1344.32796	18.07938	50.67239	24.13338	376.29597	180.13822	-1277.95510	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH50	7	FH50_L1205 (5).MP4	38067	FH50_R1206 (2).MP4	36607	33.17425	1	25.64312	156.28690	2.17731	4.39656	1901.64526	13.59872	9.95785	3.67509	374.16074	244.77777	-1848.33500	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH50	8	FH50_L1205 (5).MP4	38720	FH50_R1206 (2).MP4	37260	33.35582	1	25.82469	123.31439	3.35518	4.94966	2203.22910	29.99442	2.60043	27.50493	-1025.98770	400.61755	-1908.15966	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH50	9	FH50_L1205 (5).MP4	38810	FH50_R1206 (2).MP4	37350	33.38085	1	25.84971	128.66999	3.66123	5.16406	2011.32388	27.51606	35.70449	36.97367	-870.23068	325.82165	-1783.80564	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH50	12	FH50_L1205 (6).MP4	455	FH50_R1206 (2).MP4	80116	45.27217	1	37.74104	241.62973	2.94088	3.20079	2018.73071	22.69403	1.15136	4.44111	768.61984	125.79859	-1862.43709	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH50	13	FH50_L1205 (6).MP4	618	FH50_R1206 (2).MP4	80279	45.31749	1	37.78636	235.77001	0.96337	1.48088	1083.17286	15.81998	3.06174	0.60390	293.13778	35.58740	-1042.14549	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH50	14	FH50_L1205 (6).MP4	652	FH50_R1206 (2).MP4	80313	45.32695	1	37.79581	211.42203	1.03134	2.08269	1071.36674	17.58446	11.38029	1.69192	323.42607	-12.61529	-1021.30462	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH50	15	FH50_L1205 (6).MP4	662	FH50_R1206 (2).MP4	80323	45.32973	1	37.79859	249.54285	1.26777	2.24320	838.05813	14.56779	65.95232	24.95341	136.08949	-160.97606	-811.11515	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH50	16	FH50_L1205 (6).MP4	1680	FH50_R1206 (3).MP4	99	45.61279	1	38.08165	266.76732	1.34179	1.95728	1278.65010	12.06689	14.36325	1.68312	-262.87950	48.44642	-1250.39729	Platycephalidae	Platycephalus	spp		1	AD	Passing			
FH50	17	FH50_L1205 (6).MP4	18290	FH50_R1206 (3).MP4	16709	50.23129	1	42.70016	126.43329	1.37921	2.50524	1338.10199	13.09504	13.96633	7.30868	259.62852	156.54035	-1303.30545	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
