CAAB	ScientificName	Authority	CommonName
25139901	Diplopteraster spp.	-	[a seastar]
25139902	Euretaster spp.	-	[a seastar]
25139903	Hymenaster spp.	-	[a seastar]
25139904	Pteraster spp.	-	[a seastar]
25140903	Ailsastra spp.	-	[a seastar]
25140904	Anseropoda spp.	-	[a seastar]
25140905	Aquilonastra spp.	-	[a seastar]
25140906	Cryptasterina spp.	-	[a seastar]
25140919	Cuenotaster spp.	-	[a seastar]
25140917	Cycethra spp.	-	[a seastar]
25140907	Disasterina spp.	-	[a seastar]
25140908	Indianastra spp.	-	[a seastar]
25140915	Kampylaster spp.	-	[a seastar]
25140909	Meridiastra spp.	-	[a seastar]
25140910	Nepanthia spp.	-	[a seastar]
25140902	Paranepanthia spp.	-	[a seastar]
25140911	Parvulastra spp.	-	[a seastar]
25140912	Patiriella spp.	-	[a seastar]
25140918	Perknaster spp.	-	[a seastar]
25140901	Pseudonepanthia spp.	-	[a seastar]
25140916	Tarachaster spp.	-	[a seastar]
25140913	Tegulaster spp.	-	[a seastar]
25140914	Tremaster spp.	-	[a seastar]
25142903	Clavaporania spp.	-	[a seastar]
25142902	Glabraster spp.	-	[a seastar]
25142901	Marginaster spp.	-	[a seastar]
25143902	Echinaster spp.	-	[a seastar]
25143901	Henricia spp.	-	[seastars]
25143903	Metrodira spp.	-	[a seastar]
25143904	Odontohenricia spp.	-	[a seastar]
25143905	Plectaster spp.	-	[a seastar]
25144901	Asteropsis spp.	-	[a seastar]
25144902	Petricia spp.	-	[a seastar]
25144903	Valvaster spp.	-	[a seastar]
25145901	Acanthaster spp.	-	[a seastar]
25146901	Mithrodia spp.	-	
25146902	Thromidia spp.	-	
25151908	Astrolirus spp.	-	[a seastar]
25151902	Astrostephane spp.	-	[a seastar]
25151903	Brisinga spp.	-	[a seastar]
25151904	Brisingaster spp.	-	[a seastar]
25151905	Brisingenes spp.	-	[a seastar]
25151907	Hymenodiscus spp.	-	[a seastar]
25151901	Novodinia spp.	-	[a seastar]
25151906	Odinella spp.	-	[a seastar]
25152903	Bythiolophus spp.	-	[a seastar]
25152904	Cnemidaster spp.	-	[a seastar]
25152905	Myxoderma spp.	-	[a seastar]
25152902	Pholidaster spp.	-	[a seastar]
25152901	Zoroaster spp.	-	[a seastar]
25153902	Labidiaster spp.	-	
25154901	Allostichaster spp.	-	[a seastar]
25154913	Anasterias spp.	-	[a seastar]
25154914	Asterias spp.	-	[a seastar]
25154915	Astrostole spp.	-	[a seastar]
25154905	Coronaster spp.	-	[a seastar]
25154916	Coscinasterias spp.	-	[a seastar]
25154904	Cosmasterias spp.	-	[a seastar]
25154917	Diplasterias spp.	-	[a seastar]
25154906	Lysasterias spp.	-	[a seastar]
25154918	Notasterias spp.	-	[a seastar]
25154919	Perissasterias spp.	-	[a seastar]
25154920	Psalidaster spp.	-	[a seastar]
25154921	Pseudechinaster spp.	-	[a seastar]
25154903	Sclerasterias spp.	-	[a seastar]
25154902	Smilasterias spp.	-	[a seastar]
25154922	Stichaster spp.	-	[a seastar]
25154923	Taranuiaster spp.	-	[a seastar]
25154924	Uniophora spp.	-	[a seastar]
25155904	Astrocles spp.	-	[a seastar]
25155901	Freyastera spp.	-	[a seastar]
25155902	Freyella spp.	-	[a seastar]
25155903	Freyellaster spp.	-	[a seastar]
25157901	Hydrasterias spp.	-	[a seastar]
25157902	Pedicellaster spp.	-	[a seastar]
25157903	Tarsaster spp.	-	[a seastar]
25158901	Paulasterias spp.	-	[a seastar]
25166910	Ophiarachna spp.	-	[a brittlestar]
25166911	Ophioconis spp.	-	[a brittlestar]
25166901	Ophiomyxa spp.	-	[a brittlestar]
25166912	Ophiurochaeta spp.	-	[a brittlestar]
25170901	Asteromorpha spp.	-	[a basketstar]
25170904	Asteroschema spp.	-	[a snakestar]
25170905	Astrobrachion spp.	-	[a snakestar]
25170902	Astroceras spp.	-	[a basketstar]
25170906	Euryale spp.	-	[a snakestar]
25170907	Ophiocreas spp.	-	[a snakestar]
25170908	Squamophis spp.	-	[a snakestar]
25170909	Sthenocephalus spp.	-	[a snakestar]
25170910	Trichaster spp.	-	[a snakestar]
25171903	Asteroporpa spp.	-	[a basketstar]
25171904	Astroboa spp.	-	[a basketstar]
25171905	Astrochalcis spp.	-	[a basketstar]
25171906	Astrochlamys spp.	-	[a basketstar]
25171907	Astrocladus spp.	-	[a basketstar]
25171908	Astroclon spp.	-	[a basketstar]
25171902	Astrocrius spp.	-	[a basketstar]
25171918	Astrodendrum spp.	-	[a basketstar]
25171909	Astroglymna spp.	-	[a basketstar]
25171910	Astrohamma spp.	-	[a basketstar]
25171911	Astrosierra spp.	-	[a basketstar]
25171901	Astrothamnus spp.	-	[a basketstar]
25171912	Astrothorax spp.	-	[a basketstar]
25171913	Astrothrombus spp.	-	[a basketstar]
25171914	Astrotoma spp.	-	[a basketstar]
25171915	Conocladus spp.	-	[a basketstar]
25171916	Gorgonocephalus spp.	-	[a basketstar]
25171917	Ophiozeta spp.	-	[a brittlestar]
25173901	Asteronyx spp.	-	[a snakestar]
25173902	Astrodia spp.	-	[a snakestar]
25176903	Amphiophiura spp.	-	[a brittlestar]
25176923	Aspidophiura spp.	-	[a brittlestar]
25176904	Astrophiura spp.	-	[a brittlestar]
25176905	Dictenophiura spp.	-	[a brittlestar]
25176906	Haplophiura spp.	-	[a brittlestar]
25176907	Ophiocrossota spp.	-	[a brittlestar]
25176908	Ophiocten spp.	-	[a brittlestar]
25176910	Ophiomastus spp.	-	[a brittlestar]
25176911	Ophiomisidium spp.	-	[a brittlestar]
25176912	Ophiomusa spp.	-	[a brittlestar]
25176913	Ophionotus spp.	-	[a brittlestar]
25176926	Ophioperla spp.	-	[a brittlestar]
25176925	Ophiophycis spp.	-	[a brittlestar]
25176930	Ophiophyllum spp.	-	[a brittlestar]
25176914	Ophiopleura spp.	-	[a brittlestar]
25176915	Ophioplinthus spp.	-	[a brittlestar]
25176917	Ophiopyrgus spp.	-	[a brittlestar]
25176927	Ophiosparte spp.	-	[a brittlestar]
25176901	Ophiosphalma spp.	-	[a brittlestar]
25176918	Ophiosteira spp.	-	[a brittlestar]
25176902	Ophiura spp.	-	[a brittlestar]
25176924	Ophiuraster spp.	-	[a brittlestar]
25176932	Ophiuroglypha spp.	-	[a brittlestar]
25176931	Perlophiura spp.	-	[a brittlestar]
25176922	Stegophiura spp.	-	[a brittlestar]
25177901	Ophiernus spp.	-	[a brittlestar]
25177902	Ophioleuce spp.	-	[a brittlestar]
25177903	Ophiopallas spp.	-	[a brittlestar]
25177905	Ophiostriatus spp.	-	[a brittlestar]
25178909	Breviturma spp.	-	[a brittlestar]
25178904	Ophiocoma spp.	-	[a brittlestar]
25178905	Ophiocomella spp.	-	[a brittlestar]
25178907	Ophiomastix spp.	-	[a brittlestar]
25179905	Amphilimna spp.	-	[a brittlestar]
25179901	Ophiochiton spp.	-	[a brittlestar]
25179902	Ophiodoris spp.	-	[a brittlestar]
25179903	Ophionereis spp.	-	[a brittlestar]
25179904	Ophioplax spp.	-	[a brittlestar]
25180904	Bathypectinura spp.	-	[a brittlestar]
25180905	Cryptopelta spp.	-	[a brittlestar]
25180902	Ophiarachnella spp.	-	[a brittlestar]
25180907	Ophiochaeta spp.	-	[a brittlestar]
25180908	Ophiochasma spp.	-	[a brittlestar]
25180912	Ophiocypris spp.	-	[a brittlestar]
25180910	Ophiodyscrita spp.	-	[a brittlestar]
25180913	Ophiomidas spp.	-	[a brittlestar]
25180903	Ophiopeza spp.	-	[a brittlestar]
25180911	Ophiopsammus spp.	-	[a brittlestar]
25181901	Clarkcoma spp.	-	[a brittlestar]
25182901	Ophiopteris spp.	-	[a brittlestar]
25183902	Ophiocymbium spp.	-	[a brittlestar]
25183903	Ophiologimus spp.	-	[a brittlestar]
25183904	Ophiolycus spp.	-	[a brittlestar]
25183905	Ophioplexa spp.	-	[a brittlestar]
25183901	Ophioscolex spp.	-	[a brittlestar]
25183906	Ophiuroconis spp.	-	[a brittlestar]
25184904	Ophiohelus spp.	-	[a brittlestar]
25184901	Ophiomyces spp.	-	[a brittlestar]
25184902	Ophiothauma spp.	-	[a brittlestar]
25184903	Ophiotholia spp.	-	[a brittlestar]
25185906	Ophiacantha spp.	-	[a brittlestar]
25185907	Ophientrema spp.	-	[a brittlestar]
25185928	Ophiobyrsa spp.	-	[a brittlestar]
25185908	Ophiocamax spp.	-	[a brittlestar]
25185927	Ophiocanops spp.	-	[a brittlestar]
25185926	Ophiocomina spp.	-	[a brittlestar]
25185909	Ophiocopa spp.	-	[a brittlestar]
25185910	Ophiolebes spp.	-	[a brittlestar]
25185911	Ophiolimna spp.	-	[a brittlestar]
25185912	Ophiomitra spp.	-	[a brittlestar]
25185913	Ophiomitrella spp.	-	[a brittlestar]
25185924	Ophiomoeris spp.	-	[a brittlestar]
25185915	Ophiophthalmus spp.	-	[a brittlestar]
25185901	Ophioplinthaca spp.	-	[a brittlestar]
25185916	Ophiopristis spp.	-	[a brittlestar]
25185920	Ophiotoma spp.	-	[a brittlestar]
25185904	Ophiotreta spp.	-	[a brittle star]
25185922	Ophiurothamnus spp.	-	[a brittlestar]
25186907	Actinozonella spp.	-	[a brittlestar]
25186903	Astrogymnotes spp.	-	[a brittlestar]
25186906	Ophioplocus spp.	-	[a brittlestar]
25186904	Ophiozonella spp.	-	[a brittlestar]
25186905	Ophiozonoida spp.	-	[a brittlestar]
25186902	Sigsbeia spp.	-	[a brittlestar]
25187901	Amphilepis spp.	-	[a brittlestar]
25187902	Ophiomonas spp.	-	[a brittlestar]
25188901	Ophiolepis spp.	-	[a brittlestar]
25188902	Ophioteichus spp.	-	[a brittlestar]
25188903	Ophiotypa spp.	-	[a brittlestar]
25190902	Ophiactis spp.	-	[a brittlestar]
25191909	Ophiosphaera spp.	-	[a brittlestar]
25191903	Amphiodia spp.	-	[a brittlestar]
25191902	Amphioplus spp.	-	[a brittlestar]
25191904	Amphipholis spp.	-	[a brittlestar]
25191905	Amphistigma spp.	-	[a brittlestar]
25191906	Amphiura spp.	-	[a brittlestar]
25191907	Dougaloplus spp.	-	[a brittlestar]
25191901	Ophiocentrus spp.	-	[a brittlestar]
25191910	Ophiodaphne spp.	-	[a brittlestar]
25192902	Gymnolophus spp.	-	[a brittlestar]
25192903	Lissophiothrix spp.	-	[a brittlestar]
25192904	Macrophiothrix spp.	-	[a brittlestar]
25192905	Ophiocnemis spp.	-	[a brittlestar]
25192906	Ophiogymna spp.	-	[a brittlestar]
25192907	Ophiomaza spp.	-	[a brittlestar]
25192908	Ophiophthirius spp.	-	[a brittlestar]
25192909	Ophiopsammium spp.	-	[a brittlestar]
25192910	Ophiopteron spp.	-	[a brittlestar]
25192911	Ophiothela spp.	-	[a brittlestar]
25192901	Ophiothrix spp.	-	[a brittlestar]
25193901	Ophiopsila spp.	-	[a brittlestar]
25194902	Histampica spp.	-	[a brittlestar]
25194901	Ophiothamnus spp.	-	[a brittlestar]
25202902	Acanthocidaris spp.	-	
25202903	Aporocidaris spp.	-	[a sea urchin]
25202904	Chondrocidaris spp.	-	
25202905	Ctenocidaris spp.	-	[a sea urchin]
25202906	Eucidaris spp.	-	[a sea urchin]
25202907	Goniocidaris spp.	-	[a sea urchin]
25202908	Histocidaris spp.	-	[a sea urchin]
25202909	Homalocidaris spp.	-	[a sea urchin]
25202910	Notocidaris spp.	-	[a sea urchin]
25202911	Phyllacanthus spp.	-	[a sea urchin]
25202916	Plococidaris spp.	-	[a sea urchin]
25202912	Prionocidaris spp.	-	
25202913	Rhopalocidaris spp.	-	
25202914	Rhynchocidaris spp.	-	[a sea urchin]
25202901	Stereocidaris spp.	-	[a sea urchin]
25202915	Stylocidaris spp.	-	
25203901	Psychocidaris spp.	-	
25205902	Araeosoma spp.	-	pancake urchins
25205901	Asthenosoma spp.	-	[a sea urchin]
25205903	Calveriosoma spp.	-	
25205904	Hapalosoma spp.	-	
25205905	Hygrosoma spp.	-	[a sea urchin]
25205906	Sperosoma spp.	-	[a sea urchin]
25205907	Tromikosoma spp.	-	[a pancake urchin]
25206901	Phormosoma spp.	-	pancake urchins
25207901	Kamptosoma spp.	-	[a pancake urchin]
25211902	Astropyga spp.	-	[a sea urchin]
25211903	Centrostephanus spp.	-	
25211901	Chaetodiadema spp.	-	[a sea urchin]
25211904	Diadema spp.	-	[a sea urchin]
25211905	Echinothrix spp.	-	[a sea urchin]
25211906	Eremopyga spp.	-	
25212901	Lissodiadema spp.	-	
25213901	Micropyga spp.	-	
25214901	Aspidodiadema spp.	-	
25214902	Plesiodiadema spp.	-	
25220901	Caenopedina spp.	-	[a sea urchin]
25225901	Salenocidaris spp.	-	[a sea urchin]
25233901	Stomopneustes spp.	-	[a sea urchin]
25235901	Coelopleurus spp.	-	
25241901	Amblypneustes spp.	-	
25241902	Genocidaris spp.	-	
25241903	Holopneustes spp.	-	
25241904	Mespilia spp.	-	
25241905	Microcyphus spp.	-	
25241913	Prionechinus spp.	-	[a sea urchin]
25241907	Pseudechinus spp.	-	
25241908	Salmaciella spp.	-	[a sea urchin]
25241909	Salmacis spp.	-	[a sea urchin]
25241910	Temnopleurus spp.	-	
25241911	Temnotrema spp.	-	[a sea urchin]
25241912	Trigonocidaris spp.	-	[a sea urchin]
25242901	Cyrtechinus spp.	-	
25242902	Gymnechinus spp.	-	
25242903	Nudechinus spp.	-	
25242904	Pseudoboletia spp.	-	
25242905	Toxopneustes spp.	-	[a sea urchin]
25242906	Tripneustes spp.	-	[a sea urchin]
25246901	Dermechinus spp.	-	[a sea urchin]
25246904	Echinus spp.	-	[a sea urchin]
25246902	Gracilechinus spp.	-	[a sea urchin]
25246903	Sterechinus spp.	-	
25247901	Echinometra spp.	-	[a sea urchin]
25247902	Echinostrephus spp.	-	
25247906	Evechinus spp.	-	[a sea urchin]
25247903	Heliocidaris spp.	-	
25247904	Heterocentrotus spp.	-	
25247905	Pachycentrotus spp.	-	
25249901	Parasalenia spp.	-	
25255901	Echinoneus spp.	-	[a heart urchin]
25262901	Clypeaster spp.	-	[a sand dollar]
25263901	Ammotrophus spp.	-	
25263902	Arachnoides spp.	-	
25263903	Fellaster spp.	-	
25265902	Fibularia spp.	-	[an irregular echinoid]
25265903	Fibulariella spp.	-	[an irregular echinoid]
25266903	Jacksonaster spp.	-	[a sand dollar]
25266902	Laganum spp.	-	[a sand dollar]
25266901	Peronella spp.	-	[a sand dollar]
25267901	Echinocyamus spp.	-	[an irregular echinoid]
25267902	Mortonia spp.	-	[an irregular echinoid]
25273901	Echinodiscus spp.	-	[a sand dollar]
25273902	Sculpsitechinus spp.	-	[a sand dollar]
25281901	Echinolampas spp.	-	[a heart urchin]
25282902	Cassidulus spp.	-	[a heart urchin]
25282903	Kassandrina spp.	-	[a heart urchin]
25282901	Oligopodia spp.	-	[a heart urchin]
25283901	Studeria spp.	-	
25284901	Apatopygus spp.	-	
25285901	Aphanopora spp.	-	
25291901	Corystus spp.	-	[a sea urchin]
25294901	Pourtalesia spp.	-	[a sea urchin]
25301901	Holanthus spp.	-	[a heart urchin]
25303902	Faorina spp.	-	[a heart urchin]
25303901	Pericosmus spp.	-	[a heart urchin]
25304901	Abatus spp.	-	[a heart urchin]
25304910	Aceste spp.	-	[a heart urchin]
25304902	Amphipneustes spp.	-	[a heart urchin]
25304912	Diploporaster spp.	-	[a heart urchin]
25304905	Hypselaster spp.	-	[a heart urchin]
25304904	Moira spp.	-	[a heart urchin]
25304911	Ova spp.	-	[a heart urchin]
25304906	Protenaster spp.	-	[a heart urchin]
25304908	Schizaster spp.	-	[a heart urchin]
25304909	Schizocosmus spp.	-	[a heart urchin]
25305901	Aeropsis spp.	-	[a heart urchin]
25306902	Anametalia spp.	-	
25306903	Brissopsis spp.	-	
25306904	Brissus spp.	-	
25306905	Eupatagus spp.	-	
25306906	Granobrissoides spp.	-	
25306901	Metalia spp.	-	[a heart urchin]
25306907	Rhynobrissus spp.	-	
25306908	Spatagobrissus spp.	-	
25306909	Taimanawa spp.	-	
25307904	Spatangus spp.	-	[a heart urchin]
25308902	Breynia spp.	-	
25308903	Echinocardium spp.	-	[a heart urchin]
25308901	Lovenia spp.	-	[a heart urchin]
25308904	Pseudolovenia spp.	-	[a heart urchin]
25309901	Eurypatagus spp.	-	[a heart urchin]
25309902	Heterobrissus spp.	-	[a heart urchin]
25309903	Linopneustes spp.	-	[a heart urchin]
25309905	Paramaretia spp.	-	[a heart urchin]
25310901	Argopatagus spp.	-	[a heart urchin]
25311901	Plesiozonus spp.	-	[a heart urchin]
25312901	Maretia spp.	-	[a heart urchin]
25312902	Nacospatangus spp.	-	[a heart urchin]
25403901	Crucella spp.	-	[a holothurian]
25403902	Paracucumis spp.	-	[a holothurian]
25404901	Ceto spp.	-	
25404903	Neopsolidium spp.	-	
25404904	Psolidium spp.	-	[a holothurian]
25404905	Psolus spp.	-	[a holothurian]
25406902	Hemithyone spp.	-	[a holothurian]
25406903	Lipotrapeza spp.	-	
25406904	Massinium spp.	-	[a holothurian]
25406905	Neothyonidium spp.	-	[a holothurian]
25406910	Phyllophorella spp.	-	[a holothurian]
25406906	Phyllophorus spp.	-	[a holothurian]
25406911	Phyllostauros spp.	-	[a holothurian]
25406907	Phyrella spp.	-	[a holothurian]
25406908	Stolus spp.	-	[a holothurian]
25406909	Thyone spp.	-	[a holothurian]
25406913	Triasemperia spp.	-	[a holothurian]
25407901	Afrocucumis spp.	-	
25407902	Cladolabes spp.	-	[a holothurian]
25407903	Clarkiella spp.	-	
25407905	Euthyonidiella spp.	-	[a holothurian]
25407904	Globosita spp.	-	[a holothurian]
25407906	Havelockia spp.	-	[a holothurian]
25408935	Abyssocucumis spp.	-	[a holothurian]
25408901	Actinocucumis spp.	-	[a holothurian]
25408902	Amphicyclus spp.	-	
25408903	Apsolidium spp.	-	
25408904	Australocnus spp.	-	
25408932	Calcamariina spp.	-	[a holothurian]
25408905	Cercodemas spp.	-	[a holothurian]
25408906	Colochirus spp.	-	[a holothurian]
25408907	Cucamba spp.	-	
25408908	Cucumaria spp.	-	
25408909	Cucuvitrum spp.	-	
25408931	Echinopsolus spp.	-	[a holothurian]
