CAAB	ScientificName	Authority	CommonName
37003901	Geotria spp.	-	
37003902	Mordacia spp.	-	
37004901	Eptatretus spp.	-	
37005901	Heptranchias spp.	-	
37005902	Hexanchus spp.	-	
37005903	Notorynchus spp.	-	
37006901	Chlamydoselachus spp.	-	
37007901	Heterodontus spp.	-	
37008901	Carcharias spp.	-	[a sand tiger shark]
37008902	Odontaspis spp.	-	
37009901	Megachasma spp.	-	
37009902	Mitsukurina spp.	-	
37009903	Pseudocarcharias spp.	-	
37010901	Carcharodon spp.	-	
37010902	Isurus spp.	-	
37010903	Lamna spp.	-	
37011901	Cetorhinus spp.	-	
37012901	Alopias spp.	-	
37013901	Brachaelurus spp.	-	
37013902	Chiloscyllium spp.	-	
37013903	Eucrossorhinus spp.	-	
37013904	Hemiscyllium spp.	-	
37013905	Nebrius spp.	-	
37013906	Orectolobus spp.	-	
37013907	Parascyllium spp.	-	
37013908	Stegostoma spp.	-	
37013909	Sutorectus spp.	-	
37014901	Rhincodon spp.	-	
37015901	Apristurus spp.	-	[a catshark]
37015902	Asymbolus spp.	-	[a catshark]
37015903	Atelomycterus spp.	-	
37015904	Aulohalaelurus spp.	-	
37015905	Bythaelurus spp.	-	
37015906	Cephaloscyllium spp.	-	
37015907	Figaro spp.	-	[a catshark]
37015908	Galeus spp.	-	[a catshark]
37015909	Halaelurus spp.	-	[a catshark]
37015910	Parmaturus spp.	-	[a catshark]
37016901	Gollum spp.	-	
37016902	Pseudotriakis spp.	-	
37017902	Furgaleus spp.	-	
37017903	Galeorhinus spp.	-	
37017904	Hemitriakis spp.	-	
37017905	Hypogaleus spp.	-	
37017906	Iago spp.	-	
37017901	Mustelus spp.	-	GUMMY SHARKS
37018904	Carcharhinus spp.	-	
37018905	Galeocerdo spp.	-	
37018906	Glyphis spp.	-	
37018907	Hemigaleus spp.	-	
37018908	Hemipristis spp.	-	
37018909	Loxodon spp.	-	
37018910	Negaprion spp.	-	
37018911	Prionace spp.	-	
37018912	Rhizoprionodon spp.	-	
37018913	Scoliodon spp.	-	
37018914	Triaenodon spp.	-	
37018901	<i>Carcharhinus</i>, <i>Loxodon</i> & <i>Rhizoprionodon</i> spp.	-	blacktip shark, blacktip sharks
37019901	Eusphyra spp.	-	
37019902	Sphyrna spp.	-	
37020908	Centrophorus spp.	-	[gulper sharks]
37020909	Centroscyllium spp.	-	
37020906	Centroscymnus spp.	-	black shark, longnose dogfish, roughskin shark, Plunket's dogfish, Owston's dogfish, Portugese dogfish
37020910	Centroselachus spp.	-	
37020911	Cirrhigaleus spp.	-	
37020912	Dalatias spp.	-	
37020913	Deania spp.	-	
37020907	Etmopterus spp.	-	lantern sharks
37020914	Euprotomicrus spp.	-	
37020915	Isistius spp.	-	
37020917	Scymnodalatias spp.	-	
37020916	Scymnodon spp.	-	[a sleeper shark]
37020918	Somniosus spp.	-	
37020919	Squaliolus spp.	-	
37020901	Squalus spp.	-	GREENEYE DOGFISHES
37020920	Zameus spp.	-	
37020904	Centroscymnus, Centroselachus, Deania & Scymnodon spp.	-	ROUGHSKIN DOGFISHES
37021901	Oxynotus spp.	-	
37022901	Echinorhinus spp.	-	
37023900	Pristiophorus spp.	-	SAWSHARKS
37024900	Squatina spp.	-	ANGEL SHARKS
37025901	Anoxypristis spp.	-	
37025902	Pristis spp.	-	
37026901	Rhina spp.	-	
37026900	Rhynchobatus spp.	-	WHITESPOTTED GUITARFISHES
37027903	Aptychotrema spp.	-	[a banjo ray]
37027904	Glaucostegus spp.	-	[a giant guitarfish]
37027905	Rhinobatos spp.	-	
37027906	Trygonorrhina spp.	-	[a banjo ray]
37027902	Aptychotrema & Rhinobatos spp.	-	SHOVELNOSE RAYS
37028901	Hypnos spp.	-	
37028902	Narcinops spp.	-	[a numbfish]
37028903	Tetronarce spp.	-	[a torpedo ray]
37031901	Amblyraja spp.	-	
37031902	Bathyraja spp.	-	
37031903	Dentiraja spp.	-	
37031904	Dipturus spp.	-	
37031905	Insentiraja spp.	-	
37031906	Irolita spp.	-	
37031907	Leucoraja spp.	-	
37031908	Notoraja spp.	-	
37031909	Okamejei spp.	-	
37031910	Pavoraja spp.	-	
37031900	Raja spp.	-	skates
37031911	Rajella spp.	-	
37031912	Spiniraja spp.	-	
37031913	Zearaja spp.	-	
37033901	Sinobatis spp.	-	
37035910	Bathytoshia spp.	-	[a stingray]
37035901	Dasyatis spp.	-	[a stingray]
37035909	Hemitrygon spp.	-	[a stingray]
37035902	Himantura spp.	-	
37035911	Maculabatis spp.	-	[a stingray]
37035913	Megatrygon spp.	-	[a stingray]
37035903	Neotrygon spp.	-	
37035904	Pastinachus spp.	-	
37035912	Pateobatis spp.	-	[a stingray]
37035905	Pteroplatytrygon spp.	-	
37035906	Taeniura spp.	-	
37035907	Taeniurops spp.	-	
37035908	Urogymnus spp.	-	[a stingray]
37037901	Gymnura spp.	-	
37037902	Hexatrygon spp.	-	
37038901	Plesiobatis spp.	-	
37038902	Trygonoptera spp.	-	
37038903	Urolophus spp.	-	
37039902	Aetobatus spp.	-	[an eagle ray]
37039903	Aetomylaeus spp.	-	
37039904	Myliobatis spp.	-	
37039901	Aetobatus, Aetomylaeus & Myliobatis spp.	-	Eagle Ray
37040901	Rhinoptera spp.	-	
37041901	Manta spp.	-	
37041902	Mobula spp.	-	
37042902	Chimaera spp.	-	
