CAAB	ScientificName	Authority	CommonName
27109901	Alphasarsiella spp.	-	
27109913	Anscottiella spp.	-	[an ostracod]
27109902	Chelicopia spp.	-	[an ostracod]
27109903	Cymbicopia spp.	-	
27109904	Dantya spp.	-	
27109911	Eurypylus spp.	-	[an ostracod]
27109905	Eusarsiella spp.	-	[an ostracod]
27109912	Metasarsiella spp.	-	[an ostracod]
27109906	Nealella spp.	-	[an ostracod]
27109907	Neomuelleriella spp.	-	[an ostracod]
27109908	Parasarsiella spp.	-	
27109910	Sarsiella spp.	-	[an ostracod]
27109909	Spinacopia spp.	-	[an ostracod]
27109914	Tetrasarsiella spp.	-	[an ostracod]
27115901	Eupolycope spp.	-	[an ostracod]
27115902	Metapolycope spp.	-	[an ostracod]
27120901	Alacia spp.	-	
27120902	Boroecia spp.	-	[an ostracod]
27125901	Danielopolina spp.	-	
27125902	Thaumatoconcha spp.	-	[an ostracod]
27130901	Cytherella spp.	-	[an ostracod]
27130903	Cytherelloidea spp.	-	[an ostracod]
27130902	Keijcyoidea spp.	-	[an ostracod]
27135905	Aponesidea spp.	-	[an ostracod]
27135904	Bairdoppilata spp.	-	[an ostracod]
27135901	Neonesidea spp.	-	[an ostracod]
27135903	Papillatabairdia spp.	-	[an ostracod]
27135902	Paranesidea spp.	-	[an ostracod]
27136901	Zabythocypris spp.	-	[an ostracod]
27139901	Quasibradleya spp.	-	[an ostracod]
27141901	Australocytheridea spp.	-	[an ostracod]
27143904	Baltraella spp.	-	[an ostracod]
27143905	Dentibythere spp.	-	[an ostracod]
27143901	Nealocythere spp.	-	
27143903	Rhombobythere spp.	-	[an ostracod]
27143902	Sclerochilus spp.	-	[an ostracod]
27146903	Cythere spp.	-	[an ostracod]
27146905	Dampiercythere spp.	-	[an ostracod]
27146902	Javanella spp.	-	[an ostracod]
27146901	Loxocythere spp.	-	[an ostracod]
27146904	Paijenborchella spp.	-	[an ostracod]
27147902	Bishopina spp.	-	[an ostracod]
27147901	Cyprideis spp.	-	[an ostracod]
27148901	Paracytheroma spp.	-	[an ostracod]
27149901	Cytheropteron spp.	-	
27149904	Cytherura spp.	-	[an ostracod]
27149902	Hemicytherura spp.	-	[an ostracod]
27149903	Microcytherura spp.	-	[an ostracod]
27149905	Semicytherura spp.	-	[an ostracod]
27150905	Chelocythere spp.	-	[a commensal ostracod]
27150903	Herpetocythere spp.	-	[a commensal ostracod]
27150907	Hesperocythere spp.	-	[a commensal ostracod]
27150901	Laccocythere spp.	-	[a commensal ostracod]
27150904	Lichnocythere spp.	-	[a commensal ostracod]
27150902	Notocythere spp.	-	[a commensal ostracod]
27150906	Riekocythere spp.	-	[a commensal ostracod]
27152901	Ambostracon spp.	-	[an ostracod]
27152908	Auradilus spp.	-	[an ostracod]
27152906	Caudites spp.	-	[an ostracod]
27152905	Hemicytheridea spp.	-	[an ostracod]
27152904	Jugosocythereis spp.	-	[an ostracod]
27152903	Patagonacythere spp.	-	[an ostracod]
27152902	Serratocythere spp.	-	[an ostracod]
27152907	Tepidiora spp.	-	[an ostracod]
27154901	Krithe spp.	-	
27154902	Parakrithella spp.	-	[an ostracod]
27155902	Callistocythere spp.	-	[an ostracod]
27155904	Gambiella spp.	-	[an ostracod]
27155901	Leptocythere spp.	-	[an ostracod]
27155903	Tanella spp.	-	[an ostracod]
27156903	Gomphocythere spp.	-	[an ostracod]
27156901	Gomphodella spp.	-	
27156902	Limnocythere spp.	-	
27157901	Loxoconcha spp.	-	[an ostracod]
27157902	Loxoconchella spp.	-	[an ostracod]
27157804	Loxocorniculum spp.	-	[an ostracod]
27157903	Phlyctocythere spp.	-	[an ostracod]
27158901	Microcythere spp.	-	[an ostracod]
27159901	Copytus spp.	-	[an ostracod]
27159902	Neocytherideis spp.	-	[an ostracod]
27160901	Osticythere spp.	-	[an ostracod]
27162901	Paracytheridea spp.	-	[an ostracod]
27163902	Cytherois spp.	-	[an ostracod]
27163903	Paracytherois spp.	-	[an ostracod]
27163901	Paradoxostoma spp.	-	[an ostracod]
27167901	Actinocythereis spp.	-	[an ostracod]
27167909	Actinoleberis spp.	-	[an ostracod]
27167910	Alocopocythere spp.	-	[an ostracod]
27167907	Australimoosella spp.	-	[an ostracod]
27167912	Chavocythere spp.	-	[an ostracod]
27167902	Cletocythereis spp.	-	[an ostracod]
27167904	Doratocythere spp.	-	[an ostracod]
27167905	Mackencythere spp.	-	[an ostracod]
27167908	Mutilus spp.	-	[an ostracod]
27167911	Neocytheretta spp.	-	[an ostracod]
27167914	Pistocythereis spp.	-	[an ostracod]
27167903	Ponticocythereis spp.	-	[an ostracod]
27167915	Pterygocythereis spp.	-	[an ostracod]
27167913	Venericythere spp.	-	[an ostracod]
27167906	Yassinicythere spp.	-	[an ostracod]
27168902	Foveoleberis spp.	-	[an ostracod]
27168904	Hedlandella spp.	-	[an ostracod]
27168903	Microxestoleberis spp.	-	[an ostracod]
27168901	Xestoleberis spp.	-	[an ostracod]
27169902	Keijia spp.	-	[an ostracod]
27169904	Labutisella spp.	-	[an ostracod]
27169901	Mckenziartia spp.	-	[an ostracod]
27169905	Pectocythere spp.	-	[an ostracod]
27169903	Praemunita spp.	-	[an ostracod]
27170901	Neomonoceratina spp.	-	[an ostracod]
27175901	Darwinula spp.	-	
27175902	Penthesilenula spp.	-	
27175903	Vestalenula spp.	-	
27179922	Abcandonopsis spp.	-	[an ostracod]
27179901	Acandona spp.	-	
27179902	Amphitritecandona spp.	-	
27179903	Areacandona spp.	-	
27179904	Candonopsis spp.	-	
27179905	Cypria spp.	-	
27179906	Deminutiocandona spp.	-	
27179921	Hancockcandonopsis spp.	-	[an ostracod]
27179907	Humphreyscandona spp.	-	
27179908	Kempfcyclocypris spp.	-	
27179909	Kencandona spp.	-	
27179910	Leicacandona spp.	-	
27179911	Meridiescandona spp.	-	
27179912	Notacandona spp.	-	
27179913	Origocandona spp.	-	
27179918	Paracypria spp.	-	[an ostracod]
27179919	Paracypris spp.	-	[an ostracod]
27179914	Pierrecandona spp.	-	
27179915	Pilbaracandona spp.	-	
27179916	Pioneercandonopsis spp.	-	
27179920	Thalassocypria spp.	-	[an ostracod]
27179917	Typhlocypris spp.	-	[an ostracod]
27180901	Alboa spp.	-	
27180902	Ampullacypris spp.	-	
27180903	Australocypris spp.	-	
27180904	Austromesocypris spp.	-	
27180905	Bennelongia spp.	-	
27180906	Caboncypris spp.	-	
27180907	Candonocypris spp.	-	
27180908	Cypretta spp.	-	
27180909	Cypricercus spp.	-	
27180910	Cyprinotus spp.	-	
27180911	Diacypris spp.	-	[an ostracod]
27180912	Eucypris spp.	-	
27180913	Heterocypris spp.	-	
27180914	Ilyodromus spp.	-	[an ostracod]
27180915	Kapcypridopsis spp.	-	
27180916	Lacrimicypris spp.	-	
27180917	Mytilocypris spp.	-	
27180918	Ngarawa spp.	-	
27180919	Repandocypris spp.	-	
27180920	Reticypris spp.	-	
27180921	Riocypris spp.	-	
27180922	Sarscypridopsis spp.	-	
27180923	Scottia spp.	-	
27180924	Strandesia spp.	-	
27180925	Trigonocypris spp.	-	
27180926	Zonocypretta spp.	-	
27182901	Ilyocypris spp.	-	
27183902	Macrocyprina spp.	-	[an ostracod]
27183903	Macrocypris spp.	-	[an ostracod]
27183901	Macroscapha spp.	-	
27184901	Argilloecia spp.	-	
27184903	Australoecia spp.	-	[an ostracod]
27184902	Pontocypris spp.	-	
27184904	Propontocypris spp.	-	[an ostracod]
27184905	Schedopontocypris spp.	-	[an ostracod]
27185901	Kennethia spp.	-	
27185902	Newnhamia spp.	-	
27195901	Ctenocheilocaris spp.	-	
27205901	Calanoides spp.	-	[a copepod]
27205903	Calanus spp.	-	
27205904	Canthocalanus spp.	-	
27205905	Cosmocalanus spp.	-	
27205906	Mesocalanus spp.	-	
27205907	Nannocalanus spp.	-	
27205902	Neocalanus spp.	-	[a calanoid copepod]
27205908	Undinula spp.	-	
27206901	Eucalanus spp.	-	[a calanoid copepod]
27206902	Pareucalanus spp.	-	
27207902	Bathycalanus spp.	-	[a calanoid copepod]
27207901	Megacalanus spp.	-	[a calanoid copepod]
27208901	Acrocalanus spp.	-	[a calanoid copepod]
27208905	Bestiolina spp.	-	[a calanoid copepod]
27208902	Calocalanus spp.	-	[a calanoid copepod]
27208903	Delibus spp.	-	[a calanoid copepod]
27208904	Paracalanus spp.	-	[a calanoid copepod]
27208906	Parvocalanus spp.	-	
27209906	Bunderanthura spp.	-	[an isopod]
27210901	Clausocalanus spp.	-	[a calanoid copepod]
27210902	Ctenocalanus spp.	-	
27210903	Microcalanus spp.	-	
27212902	Aetideopsis spp.	-	
27212901	Aetideus spp.	-	[a copepod]
27212904	Bradyidius spp.	-	[a calanoid copepod]
27212903	Euchirella spp.	-	
27213901	Euchaeta spp.	-	[a calanoid copepod]
27213902	Paraeuchaeta spp.	-	
27214902	Brachycalanus spp.	-	[a calanoid copepod]
27214901	Phaenna spp.	-	
27214903	Xanthocalanus spp.	-	[a calanoid copepod]
27215902	Racovitzanus spp.	-	
27215903	Scolecithricella spp.	-	[a calanoid copepod]
27215901	Scolecithrix spp.	-	[a copepod]
27216901	Mecynocera spp.	-	[a calanoid copepod]
27217901	Rhincalanus spp.	-	[a calanoid copepod]
27218901	Subeucalanus spp.	-	[a calanoid copepod]
27220901	Anawekia spp.	-	[a calanoid copepod]
27223901	Tharybis spp.	-	[a calanoid copepod]
27225902	Pinkertonius spp.	-	[a copepod]
27225901	Stygocyclopia spp.	-	[a copepod]
27230901	Temora spp.	-	[a calanoid copepod]
27230902	Temoropia spp.	-	
27231902	Metridia spp.	-	
27231901	Pleuromamma spp.	-	[a calanoid copepod]
27232901	Centropages spp.	-	[a calanoid copepod]
27232902	Gladioferens spp.	-	
27234901	Pseudodiaptomus spp.	-	[a copepod]
27235901	Lucicutia spp.	-	[a calanoid copepod]
27236901	Heterorhabdus spp.	-	[a calanoid copepod]
27237901	Haloptilus spp.	-	
27239901	Metacalanus spp.	-	[a calanoid copepod]
27239902	Paramisophria spp.	-	[a calanoid copepod]
27240901	Bunderia spp.	-	[a copepod]
27242901	Pseudocyclops spp.	-	[a calanoid copepod]
27243901	Ridgewayia spp.	-	[a copepod]
27243902	Stygoridgewayia spp.	-	[a copepod]
27244901	Candacia spp.	-	[a calanoid copepod]
27245902	Calanopia spp.	-	[a calanoid copepod]
27245901	Labidocera spp.	-	[a calanoid copepod]
27245903	Pontella spp.	-	[a copepod]
27245904	Pontellina spp.	-	
27245905	Pontellopsis spp.	-	
27248902	Acartia (Acartiura) spp.	-	[a calanoid copepod]
27248901	Acartia spp.	-	[a calanoid copepod]
27249901	Tortanus spp.	-	
27255901	Pontostratiotes spp.	-	[a harpacticoid copepod]
27256901	Abnitocrella spp.	-	
27256913	Antistygonitocrella spp.	-	[a copepod]
27256902	Archinitocrella spp.	-	
27256903	Biameiropsis spp.	-	
27256904	Gordanitocrella spp.	-	
27256905	Inermipes spp.	-	
27256906	Kimberleynitocrella spp.	-	
27256907	Lucionitocrella spp.	-	
27256908	Megastygonitocrella spp.	-	
27256909	Nitocrellopsis spp.	-	
27256910	Nitokra spp.	-	
27256911	Paranitocrella spp.	-	
27256912	Parapseudoleptomesochra spp.	-	
27259901	Attheyella spp.	-	
27259902	Australocamptus spp.	-	
27259903	Elaphoidella spp.	-	
27267901	Microsetella spp.	-	[a copepod]
27267902	Pseudectinosoma spp.	-	
27270901	Quinquelaophonte spp.	-	
27275904	Amphiascopsis spp.	-	[a copepod]
27275905	Amphiascus spp.	-	[a copepod]
27275901	Macrosetella spp.	-	
27275903	Sarsamphiascus spp.	-	[a copepod]
27275902	Schizopera spp.	-	[a harpacticoid copepod]
27279901	Kinnecaris spp.	-	
27279902	Parastenocaris spp.	-	
27280902	Eupelte spp.	-	[a copepod]
27280901	Neopeltopsis spp.	-	
27282901	Acutiramus spp.	-	[a copepod]
27282902	Brevifrons spp.	-	[a copepod]
27282913	Cereudorsum spp.	-	[a copepod]
27282912	Clavigofera spp.	-	[a copepod]
27282915	Clunia spp.	-	[a copepod]
27282903	Dilatatiocauda spp.	-	[a copepod]
27282914	Geddesia spp.	-	[a copepod]
27282910	Kensakia spp.	-	[a copepod]
27282911	Kushia spp.	-	[a copepod]
27282905	Murramia spp.	-	[a copepod]
27282906	Porcellidium spp.	-	[a copepod]
27282908	Ravania spp.	-	[a copepod]
27282909	Synurus spp.	-	[a copepod]
27282907	Tectacingulum spp.	-	[a copepod]
27283901	Clytemnestra spp.	-	[a harpacticoid copepod]
27285901	Syngastes spp.	-	
27286901	Phyllopodopsyllus spp.	-	
27287901	Euterpina spp.	-	
27288901	Scutellidium spp.	-	[a copepod]
27298901	Speleophria spp.	-	
27303901	Oithona spp.	-	[a cyclopoid copepod]
27305901	Anzcyclops spp.	-	
27305902	Apocyclops spp.	-	
27305922	Australocyclops spp.	-	[a cyclopoid copepod]
27305903	Australoeucyclops spp.	-	
27305904	Diacyclops spp.	-	
27305905	Dussartcyclops spp.	-	
27305906	Ectocyclops spp.	-	
27305907	Eucyclops spp.	-	
27305908	Fierscyclops spp.	-	
27305909	Halicyclops spp.	-	
27305910	Macrocyclops spp.	-	
27305911	Meridiecyclops spp.	-	
27305912	Mesocyclops spp.	-	
27305913	Metacyclops spp.	-	
27305914	Microcyclops spp.	-	
27305915	Mixocyclops spp.	-	
27305916	Orbuscyclops spp.	-	
27305917	Paracyclops spp.	-	
27305918	Pescecyclops spp.	-	
27305919	Pilbaracyclops spp.	-	
27305920	Thermocyclops spp.	-	
27305921	Tropocyclops spp.	-	
27306901	Hemicyclops spp.	-	[a copepod]
27308901	Oncaea spp.	-	[a cyclopoid copepod]
27308902	Triconia spp.	-	[a copepod]
27309901	Corycaeus spp.	-	[a cyclopoid copepod]
27309902	Ditrichocorycaeus spp.	-	[a copepod]
27309904	Farranula spp.	-	
27309905	Monocorycaeus spp.	-	
27309903	Onychocorycaeus spp.	-	[a copepod]
27310902	Copilia spp.	-	[a copepod]
27310901	Sapphirina spp.	-	[a cyclopoid copepod]
27315901	Lubbockia spp.	-	[a copepod]
27358902	Australomonstrillopsis spp.	-	[a copepod]
27358904	Cymbasoma spp.	-	[a copepod]
27358903	Maemonstrilla spp.	-	[a copepod]
27358901	Monstrillopsis spp.	-	[a copepod]
27371907	Arctopontius spp.	-	[a parasitic copepod]
27371901	Artotrogus spp.	-	[a parasitic copepod]
27371905	Bradypontius spp.	-	[a parasitic copepod]
27371902	Glyptotrogus spp.	-	[a parasitic copepod]
27371906	Neobradypontius spp.	-	[a parasitic copepod]
27371908	Pseudotrogus spp.	-	[a parasitic copepod]
27371904	Sestropontius spp.	-	[a parasitic copepod]
27371903	Tardotrogus spp.	-	[a parasitic copepod]
27383903	Abasia spp.	-	[a parasitic copepod]
27383904	Alebion spp.	-	[a parasitic copepod]
27383905	Anuretes spp.	-	[a parasitic copepod]
27383906	Caligodes spp.	-	[a parasitic copepod]
27383901	Caligus spp.	-	[a parasitic copepod]
27383907	Hermilius spp.	-	[a parasitic copepod]
27383908	Lepeophtheirus spp.	-	[a parasitic copepod]
27383909	Mappates spp.	-	[a parasitic copepod]
27383910	Pupulina spp.	-	[a parasitic copepod]
27383902	Sinocaligus spp.	-	[a parasitic copepod]
27385901	Entomolepis spp.	-	[a parasitic copepod]
27385902	Entomopsyllus spp.	-	[a parasitic copepod]
27390901	Vanbenedenia spp.	-	[a parasitic copepod]
27391901	Aethon spp.	-	[a parasitic copepod]
27391902	Lernanthropodes spp.	-	[a parasitic copepod]
27391903	Lernanthropsis spp.	-	[a parasitic copepod]
27391904	Lernanthropus spp.	-	[a parasitic copepod]
27391905	Mitrapus spp.	-	[a parasitic copepod]
27391906	Sagum spp.	-	[a parasitic copepod]
27393901	Cardiodectes spp.	-	[a parasitic copepod]
27393902	Lernaeocera spp.	-	[a parasitic copepod]
27396901	Nicothoe spp.	-	[a parasitic copepod]
27413901	Chondracanthus spp.	-	
27425901	Kelleria spp.	-	[a copepod]
27505901	Weltneria spp.	-	[a barnacle]
27506901	Cryptophialus spp.	-	
27514901	Cardomanica spp.	-	[a barnacle]
27514902	Waginella spp.	-	[a barnacle]
27520903	Ashinkailepas spp.	-	[a stalked barnacle]
27520902	Leucolepas spp.	-	[a stalked barnacle]
27520901	Vulcanolepas spp.	-	[a stalked barnacle]
27521901	Lithotrya spp.	-	[a barnacle]
27522901	Chaetolepas spp.	-	[a stalked barnacle]
27522903	Chitinolepas spp.	-	[a stalked barnacle]
27522902	Idioibla spp.	-	[a stalked barnacle]
27523901	Calantica spp.	-	[a stalked barnacle]
27523902	Crosnieriella spp.	-	[a stalked barnacle]
27523904	Scillaelepas spp.	-	[a stalked barnacle]
27523903	Smilium spp.	-	[a stalked barnacle]
27524901	Alcockianum spp.	-	[a stalked barnacle]
27524902	Amigdoscalpellum spp.	-	[a stalked barnacle]
27524903	Anguloscalpellum spp.	-	[a stalked barnacle]
27524904	Annandaleum spp.	-	[a stalked barnacle]
27524905	Arcoscalpellum spp.	-	[a stalked barnacle]
27524906	Australscalpellum spp.	-	[a stalked barnacle]
27524920	Catherinum spp.	-	[a stalked barnacle]
27524915	Diotascalpellum spp.	-	[a stalked barnacle]
27524916	Graviscalpellum spp.	-	[a stalked barnacle]
27524912	Gymnoscalpellum spp.	-	[a stalked barnacle]
27524907	Litoscalpellum spp.	-	[a stalked barnacle]
27524918	Meroscalpellum spp.	-	[a stalked barnacle]
27524919	Neoscalpellum spp.	-	[a stalked barnacle]
27524913	Planoscalpellum spp.	-	[a stalked barnacle]
27524917	Regioscalpellum spp.	-	[a stalked barnacle]
27524908	Scalpellum spp.	-	[a stalked barnacle]
27524911	Teloscalpellum spp.	-	[a stalked barnacle]
27524909	Trianguloscalpellum spp.	-	[a stalked barnacle]
27524910	Verum spp.	-	[a stalked barnacle]
27524914	Weltnerium spp.	-	[a stalked barnacle]
27525903	Alepas spp.	-	[a barnacle]
27525901	Heteralepas spp.	-	[a barnacle]
27525902	Paralepas spp.	-	[a barnacle]
27526901	Ibla spp.	-	[a stalked barnacle]
27527901	Koleolepas spp.	-	[a stalked barnacle]
27528902	Conchoderma spp.	-	[a goose barnacle]
27528903	Dosima spp.	-	[a goose barnacle]
27528904	Lepas spp.	-	GOOSENECK BARNACLES
27529901	Arcalepas spp.	-	[a barnacle]
27530901	Minyaspis spp.	-	
27530902	Oxynaspis spp.	-	
27531901	Dichelaspis spp.	-	[a barnacle]
27531906	Glyptelasma spp.	-	[a stalked barnacle]
27531907	Megalasma spp.	-	[a stalked barnacle]
27531902	Octolasmis spp.	-	[a barnacle]
27531903	Poecilasma spp.	-	[a barnacle]
27531904	Temnaspis spp.	-	[a barnacle]
27531905	Trilasmis spp.	-	[a barnacle]
27536901	Altiverruca spp.	-	[a barnacle]
27536902	Costatoverruca spp.	-	[a barnacle]
27536903	Cristallinaverruca spp.	-	[a barnacle]
27536907	Gibbosaverruca spp.	-	[a stalked barnacle]
27536904	Metaverruca spp.	-	[a barnacle]
27536905	Newmaniverruca spp.	-	[a barnacle]
27536906	Rostratoverruca spp.	-	[a barnacle]
27545901	Catomerus spp.	-	[a barnacle]
27546901	Caudoeuraphia spp.	-	[a barnacle]
27546902	Chamaesipho spp.	-	[a barnacle]
27546903	Chthamalus spp.	-	[a barnacle]
27546907	Euraphia spp.	-	[a barnacle]
27546904	Microeuraphia spp.	-	[a barnacle]
27546906	Nesochthamalus spp.	-	[a barnacle]
27546905	Octomeris spp.	-	[a barnacle]
27548901	Chelolepas spp.	-	[a barnacle]
27548902	Cylindrolepas spp.	-	[a barnacle]
27548903	Platylepas spp.	-	[a barnacle]
27548904	Stephanolepas spp.	-	[a barnacle]
27548905	Stomatolepas spp.	-	[a barnacle]
27549901	Chelonibia spp.	-	[a barnacle]
27550901	Cetopirus spp.	-	[a barnacle]
27550902	Coronula spp.	-	[a barnacle]
27550904	Tubicinella spp.	-	[a barnacle]
27550903	Xenobalanus spp.	-	[a barnacle]
27551905	Eutomolasma spp.	-	[a barnacle]
27551907	Microlasma spp.	-	[a barnacle]
27551906	Pachylasma spp.	-	[a barnacle]
27551903	Tetrapachylasma spp.	-	[a barnacle]
27552907	Neonrosella spp.	-	[a barnacle]
27552903	Tesseropora spp.	-	[a barnacle]
27552904	Tetraclita spp.	-	[a barnacle]
27552905	Tetraclitella spp.	-	[a barnacle]
27552906	Yamaguchiella spp.	-	[a barnacle]
27553902	Austrobalanus spp.	-	[a barnacle]
27553905	Austrominius spp.	-	[a barnacle]
27553903	Epopella spp.	-	[a barnacle]
27553904	Hexaminius spp.	-	[a barnacle]
27554901	Bathylasma spp.	-	[a barnacle]
27554902	Hexelasma spp.	-	[a barnacle]
27554903	Mesolasma spp.	-	[a barnacle]
27554904	Tetrachaelasma spp.	-	[a barnacle]
27558901	Acasta spp.	-	[a barnacle]
27558902	Archiacasta spp.	-	[a barnacle]
27558903	Armatobalanus spp.	-	[a barnacle]
27558905	Conopea spp.	-	[a barnacle]
27558912	Eoatria spp.	-	[a barnacle]
27558906	Euacasta spp.	-	[a barnacle]
27558914	Membranobalanus spp.	-	[a barnacle]
27558913	Multatria spp.	-	[a barnacle]
27558908	Neoacasta spp.	-	[a barnacle]
27558909	Pectinoacasta spp.	-	[a barnacle]
27558910	Solidobalanus spp.	-	[a barnacle]
27558911	Striatobalanus spp.	-	[a barnacle]
27559901	Arossella spp.	-	[a coral barnacle]
27559902	Australhoekia spp.	-	[a coral barnacle]
27559903	Cantellius spp.	-	[a coral barnacle]
27559904	Creusia spp.	-	[a coral barnacle]
27559912	Darwiniella spp.	-	[a coral barnacle]
27559910	Galkinius spp.	-	[a coral barnacle]
27559911	Hiroa spp.	-	[a coral barnacle]
27559915	Memagreta spp.	-	[a coral barnacle]
27559913	Neotrevathana spp.	-	[a coral barnacle]
27559905	Nobia spp.	-	[a coral barnacle]
27559906	Pyrgoma spp.	-	[a coral barnacle]
27559914	Pyrgomina spp.	-	[a coral barnacle]
27559907	Savignium spp.	-	[a coral barnacle]
27559909	Trevathana spp.	-	[a coral barnacle]
27559908	Wanella spp.	-	[a coral barnacle]
