CAAB	ScientificName	Authority	CommonName
23511905	Solenoxiphus spp.	-	[a tusk shell]
23515901	Compressidens spp.	-	[a tusk shell]
23515902	Pulsellum spp.	-	
23515903	Striopulsellum spp.	-	[a tusk shell]
23516902	Chistikovia spp.	-	[a tusk shell]
23516901	Wemersoniella spp.	-	[a tusk shell]
23517901	Cadulus spp.	-	[a tusk shell]
23517902	Dischides spp.	-	
23517903	Gadila spp.	-	
23517904	Polyschides spp.	-	[a tusk shell]
23517905	Siphonodentalium spp.	-	[a tusk shell]
23600902	Allonautilus spp.	-	[a chambered nautilus]
23600901	Nautilus spp.	-	[a chambered nautilus]
23606901	Spirula spp.	-	[a rams-horn squid]
23607902	Metasepia spp.	-	[a cuttlefish]
23607901	Sepia spp.	-	CUTTLEFISHES
23607903	Sepiella spp.	-	[a cuttlefish]
23608901	Sepiadarium spp.	-	[a bottletail squid]
23608902	Sepioloidea spp.	-	[a bottletail squid]
23609901	Austrorossia spp.	-	[a dumpling squid]
23609905	Euprymna spp.	-	[a dumpling squid]
23609902	Heteroteuthis spp.	-	[a dumpling squid]
23609909	Inioteuthis spp.	-	[a dumpling squid]
23609906	Iridoteuthis spp.	-	[a dumpling squid]
23609907	Neorossia spp.	-	[a dumpling squid]
23609904	Rondeletiola spp.	-	[a dumpling squid]
23609910	Sepiola spp.	-	[a dumpling squid]
23609903	Sepiolina spp.	-	[a dumpling squid]
23609908	Stoloteuthis spp.	-	[a dumpling squid]
23610901	Idiosepius spp.	-	[a pygmy squid]
23610902	Xipholeptos spp.	-	[a pygmy squid]
23617905	Doryteuthis spp.	-	[a squid]
23617906	Heterololigo spp.	-	[a squid]
23617907	Loligo spp.	-	[a squid]
23617908	Loliolus spp.	-	[a squid]
23617909	Sepioteuthis spp.	-	[a squid]
23617910	Uroteuthis spp.	-	[a squid]
23618901	Australiteuthis spp.	-	[a squid]
23620901	Lampadioteuthis spp.	-	[a squid]
23620902	Lycoteuthis spp.	-	[a squid]
23620903	Nematolampas spp.	-	[a squid]
23621905	Abralia spp.	-	[an armed squid or enope squid]
23621906	Abraliopsis spp.	-	[an armed squid or enope squid]
23621907	Ancistrocheirus spp.	-	[a squid]
23621904	Enoploteuthis spp.	-	[a squid]
23621908	Pterygioteuthis spp.	-	[a fire squid]
23621909	Pyroteuthis spp.	-	[a fire squid]
23622901	Octopoteuthis spp.	-	[an octopod squid]
23622902	Taningia spp.	-	[an octopod squid]
23623901	Ancistroteuthis spp.	-	[a hooked squid]
23623902	Filippovia spp.	-	[a hooked squid]
23623903	Moroteuthopsis spp.	-	[a hooked squid]
23623904	Notonykia spp.	-	[a hooked squid]
23623905	Onychoteuthis spp.	-	[a hooked squid]
23623906	Onykia spp.	-	[a hooked squid]
23623907	Walvisteuthis spp.	-	[a hooked squid]
23625901	Cycloteuthis spp.	-	[a disc-fin squid]
23625902	Discoteuthis spp.	-	[a disc-fin squid]
23626901	Gonatus spp.	-	[a gonate squid]
23627901	Psychroteuthis spp.	-	[a glacial squid]
23628901	Lepidoteuthis spp.	-	[a scaled squid]
23629901	Architeuthis spp.	-	[a giant squid]
23630901	Histioteuthis spp.	-	[a jewel squid]
23630902	Stigmatoteuthis spp.	-	[a jewel squid]
23631901	Alluroteuthis spp.	-	[a neosquid]
23632901	Bathyteuthis spp.	-	[a deepsea squid]
23633901	Chtenopteryx spp.	-	[a comb-finned squid]
23634901	Brachioteuthis spp.	-	[an armed squid]
23634902	Slosarczykovia spp.	-	[an armed squid]
23635901	Batoteuthis spp.	-	[a squid]
23636902	Dosidicus spp.	-	[a flying squid]
23636903	Eucleoteuthis spp.	-	[a flying squid]
23636904	Hyaloteuthis spp.	-	[a flying squid]
23636901	Illex spp.	-	ILLEX SQUIDS
23636905	Martialia spp.	-	[a flying squid]
23636906	Nototodarus spp.	-	[a flying squid]
23636907	Ommastrephes spp.	-	[a flying squid]
23636908	Ornithoteuthis spp.	-	[a flying squid]
23636909	Sthenoteuthis spp.	-	[a flying squid]
23636910	Todarodes spp.	-	[a flying squid]
23636911	Todaropsis spp.	-	[a flying squid]
23637901	Thysanoteuthis spp.	-	[a rhomboid squid]
23638902	Asperoteuthis spp.	-	[a squid]
23638901	Chiroteuthis spp.	-	[a squid]
23638903	Grimalditeuthis spp.	-	[a squid]
23638904	Planctoteuthis spp.	-	[a squid]
23639905	Echinoteuthis spp.	-	[a whip-lash squid]
23639902	Idioteuthis spp.	-	[a whip-lash squid]
23639904	Magnoteuthis spp.	-	[a whip-lash squid]
23639903	Mastigopsis spp.	-	[a whip-lash squid]
23639901	Mastigoteuthis spp.	-	[a whip-lash squid]
23642901	Joubiniteuthis spp.	-	[a squid]
23643901	Bathothauma spp.	-	[a bathyscaphoid squid]
23643902	Cranchia spp.	-	[a bathyscaphoid squid]
23643903	Egea spp.	-	[a bathyscaphoid squid]
23643904	Galiteuthis spp.	-	[a bathyscaphoid squid]
23643905	Helicocranchia spp.	-	[a bathyscaphoid squid]
23643906	Leachia spp.	-	[a bathyscaphoid squid]
23643907	Liguriella spp.	-	[a bathyscaphoid squid]
23643908	Liocranchia spp.	-	[a bathyscaphoid squid]
23643909	Megalocranchia spp.	-	[a bathyscaphoid squid]
23643910	Mesonychoteuthis spp.	-	[a bathyscaphoid squid]
23643911	Sandalops spp.	-	[a bathyscaphoid squid]
23643912	Taonius spp.	-	[a bathyscaphoid squid]
23643913	Teuthowenia spp.	-	[a bathyscaphoid squid]
23644901	Pholidoteuthis spp.	-	[a squid]
23645901	Vampyroteuthis spp.	-	[a vampire squid]
23653905	Grimpoteuthis spp.	-	[an octopod]
23653906	Luteuthis spp.	-	[an octopod]
23653904	Opisthoteuthis spp.	-	[an octopod]
23655905	Amphitretus spp.	-	[a pelagic octopod]
23655901	Bolitaena spp.	-	[a pelagic octopod]
23655903	Japetella spp.	-	[a pelagic octopod]
23655904	Vitreledonella spp.	-	[a pelagic octopod]
23659917	Abdopus spp.	-	[an octopus]
23659927	Adelieledone spp.	-	[an octopus]
23659904	Ameloctopus spp.	-	[an octopus]
23659903	Amphioctopus spp.	-	BABY OCTOPUSES
23659902	Bathypolypus spp.	-	[octopus]
23659920	Callistoctopus spp.	-	[an octopus]
23659905	Eledone spp.	-	[an octopus]
23659906	Enteroctopus spp.	-	[an octopus]
23659928	Galeoctopus spp.	-	[an octopus]
23659907	Graneledone spp.	-	[an octopus]
23659908	Grimpella spp.	-	[an octopus]
23659909	Hapalochlaena spp.	-	blue-ringed octopuses
23659929	Histoctopus spp.	-	[an octopus]
23659919	Macroctopus spp.	-	[an octopus]
23659910	Megaleledone spp.	-	[an octopus]
23659911	Microeledone spp.	-	[an octopus]
23659916	Muusoctopus spp.	-	[an octopus]
23659901	Octopus spp.	-	OCTOPUSES
23659912	Pareledone spp.	-	[an octopus]
23659913	Pinnoctopus spp.	-	[an octopus]
23659915	Scaeurgus spp.	-	[an octopus]
23659926	Thaumeledone spp.	-	[an octopus]
23659930	Thaumoctopus spp.	-	[an octopus]
23659914	Wunderpus spp.	-	[an octopus]
23660901	Tremoctopus spp.	-	[a blanket octopod]
23661901	Ocythoe spp.	-	[an argonautoid octopod]
23662901	Argonauta spp.	-	[an argonaut]
23663901	Haliphron spp.	-	[an argonautoid octopod]
23664901	Cirroctopus spp.	-	[a finned octopod]
