Dot Point Measurements

Generated: Wednesday, March 18, 2020 14:07:25

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Broad	Morphology	Type	FieldOfView	Relief	Bedforms	Bedform.type	CODE	Radius %
1.02.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	45.2
1.02.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.02.JPG	      0		346	1840													Open Water			Open					57.5
1.02.JPG	      0		1035	1840													Open Water			Open					19.2
1.02.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	19.2
1.02.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	57.5
1.02.JPG	      0		346	2576													Open Water			Open					70.6
1.02.JPG	      0		1035	2576													Open Water			Open					45.2
1.02.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	45.2
1.02.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.02.JPG	      0		346	3311													Open Water			Open					100.0
1.02.JPG	      0		1035	3311													Open Water			Open					84.0
1.02.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.02.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.03.JPG	      0		346	369													Open Water			Open					100.0
1.03.JPG	      0		1035	369													Open Water			Open					84.0
1.03.JPG	      0		1725	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.03.JPG	      0		2414	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	100.0
1.03.JPG	      0		346	1104													Open Water			Open					70.6
1.03.JPG	      0		1035	1104													Open Water			Open					45.2
1.03.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	45.2
1.03.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	70.6
1.03.JPG	      0		346	1840													Open Water			Open					57.5
1.03.JPG	      0		1035	1840													Open Water			Open					19.2
1.03.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	19.2
1.03.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	57.5
1.03.JPG	      0		346	2576													Open Water			Open					70.6
1.03.JPG	      0		1035	2576													Open Water			Open					45.2
1.03.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	45.2
1.03.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	3D	Ripples (<10cm height)	82001014	70.6
1.03.JPG	      0		346	3311													Open Water			Open					100.0
1.03.JPG	      0		1035	3311													Open Water			Open					84.0
1.03.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.03.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.04.JPG	      0		346	369													Open Water			Open					100.0
1.04.JPG	      0		1035	369													Open Water			Open					84.0
1.04.JPG	      0		1725	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.04.JPG	      0		2414	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.04.JPG	      0		346	1104													Open Water			Open					70.6
1.04.JPG	      0		1035	1104													Open Water			Open					45.2
1.04.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	45.2
1.04.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.04.JPG	      0		346	1840													Open Water			Open					57.5
1.04.JPG	      0		1035	1840													Open Water			Open					19.2
1.04.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	19.2
1.04.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	57.5
1.04.JPG	      0		346	2576													Open Water			Open					70.6
1.04.JPG	      0		1035	2576													Open Water			Open					45.2
1.04.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	45.2
1.04.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.04.JPG	      0		346	3311													Open Water			Open					100.0
1.04.JPG	      0		1035	3311													Open Water			Open					84.0
1.04.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.04.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.05.JPG	      0		346	369													Open Water			Open					100.0
1.05.JPG	      0		1035	369													Open Water			Open					84.0
1.05.JPG	      0		1725	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.05.JPG	      0		2414	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.05.JPG	      0		346	1104													Open Water			Open					70.6
1.05.JPG	      0		1035	1104													Open Water			Open					45.2
1.05.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	45.2
1.05.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.05.JPG	      0		346	1840													Open Water			Open					57.5
1.05.JPG	      0		1035	1840													Open Water			Open					19.2
1.05.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	19.2
1.05.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	57.5
1.05.JPG	      0		346	2576													Open Water			Open					70.6
1.05.JPG	      0		1035	2576													Open Water			Open					45.2
1.05.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	45.2
1.05.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	70.6
1.05.JPG	      0		346	3311													Open Water			Open					100.0
1.05.JPG	      0		1035	3311													Open Water			Open					84.0
1.05.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.05.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.06.JPG	      0		346	369													Open Water			Open					100.0
1.06.JPG	      0		1035	369													Open Water			Open					84.0
1.06.JPG	      0		1725	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	84.0
1.06.JPG	      0		2414	369													Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001014	100.0
1.06.JPG	      0		346	1104													Open Water			Open					70.6
1.06.JPG	      0		1035	1104													Open Water			Open					45.2
1.06.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	45.2
1.06.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	70.6
1.06.JPG	      0		346	1840													Open Water			Open					57.5
1.06.JPG	      0		1035	1840													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	19.2
1.06.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	19.2
1.06.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	57.5
1.06.JPG	      0		346	2576													Open Water			Open					70.6
1.06.JPG	      0		1035	2576													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	45.2
1.06.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	45.2
1.06.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	70.6
1.06.JPG	      0		346	3311													Open Water			Open					100.0
1.06.JPG	      0		1035	3311													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	84.0
1.06.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	84.0
1.06.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001014	100.0
10.01.JPG	      0		346	369													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	100.0
10.01.JPG	      0		1035	369													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	84.0
10.01.JPG	      0		1725	369													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	84.0
10.01.JPG	      0		2414	369													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	100.0
10.01.JPG	      0		346	1104													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	70.6
10.01.JPG	      0		1035	1104													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	45.2
10.01.JPG	      0		1725	1104													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	45.2
10.01.JPG	      0		2414	1104													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	70.6
10.01.JPG	      0		346	1840													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	57.5
10.01.JPG	      0		1035	1840													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	19.2
10.01.JPG	      0		1725	1840													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	19.2
10.01.JPG	      0		2414	1840													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	57.5
10.01.JPG	      0		346	2576													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	70.6
10.01.JPG	      0		1035	2576													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	45.2
10.01.JPG	      0		1725	2576													Octocoral/Black	Fan (2D)		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168912	45.2
10.01.JPG	      0		2414	2576													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.			82001015	70.6
10.01.JPG	      0		346	3311													Open Water			Open					100.0
10.01.JPG	      0		1035	3311													Sponges	Erect forms		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			10000912	84.0
10.01.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001014	84.0
10.01.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001014	100.0
10.02.JPG	      0		346	369													Open Water			Open					100.0
10.02.JPG	      0		1035	369													Open Water			Open					84.0
10.02.JPG	      0		1725	369													Octocoral/Black	Fan (2D)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			11168912	84.0
10.02.JPG	      0		2414	369													Octocoral/Black	Branching (3D)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			11168902	100.0
10.02.JPG	      0		346	1104													Open Water			Open					70.6
10.02.JPG	      0		1035	1104													Open Water			Open					45.2
10.02.JPG	      0		1725	1104													Unconsolidated	Sand / mud (coarse sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001014	45.2
10.02.JPG	      0		2414	1104													Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001014	70.6
10.02.JPG	      0		346	1840													Open Water			Open					57.5
10.02.JPG	      0		1035	1840													Octocoral/Black	Branching (3D)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.			11168902	19.2
10.02.JPG	      0		1725	1840													Unconsolidated	Sand / mud (coarse sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001014	19.2
10.02.JPG	      0		2414	1840													Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001014	57.5
10.02.JPG	      0		346	2576													Open Water			Open					70.6
10.02.JPG	      0		1035	2576													Octocoral/Black	Fan (2D)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.			11168912	45.2
10.02.JPG	      0		1725	2576													Unconsolidated	Sand / mud (coarse sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001014	45.2
10.02.JPG	      0		2414	2576													Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001014	70.6
10.02.JPG	      0		346	3311													Open Water			Open					100.0
10.02.JPG	      0		1035	3311													Unknown								84.0
10.02.JPG	      0		1725	3311													Unconsolidated	Sand / mud (coarse sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001014	84.0
10.02.JPG	      0		2414	3311													Unconsolidated	Sand / mud (coarse sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001014	100.0
10.03.JPG	      0		346	369													Open Water			Open					100.0
10.03.JPG	      0		1035	369													Open Water			Open					84.0
10.03.JPG	      0		1725	369													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	2D	Ripples (<10cm height)	82001015	84.0
10.03.JPG	      0		2414	369													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	2D	Ripples (<10cm height)	82001015	100.0
10.03.JPG	      0		346	1104													Open Water			Open					70.6
10.03.JPG	      0		1035	1104													Octocoral/Black	Whip		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.			11168917	45.2
10.03.JPG	      0		1725	1104													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	2D	Ripples (<10cm height)	82001015	45.2
10.03.JPG	      0		2414	1104													Octocoral/Black	Branching (3D)		Open	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11168902	70.6
10.03.JPG	      0		346	1840													Open Water			Open					57.5
10.03.JPG	      0		1035	1840													Open Water			Open					19.2
10.03.JPG	      0		1725	1840													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	2D	Ripples (<10cm height)	82001015	19.2
10.03.JPG	      0		2414	1840													Hydroids 			Open	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope."			11001000	57.5
10.03.JPG	      0		346	2576													Open Water			Open					70.6
10.03.JPG	      0		1035	2576													Octocoral/Black	Fan (2D)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			11168912	45.2
10.03.JPG	      0		1725	2576													Octocoral/Black	Whip		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			11168917	45.2
10.03.JPG	      0		2414	2576													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	70.6
10.03.JPG	      0		346	3311													Open Water			Open					100.0
10.03.JPG	      0		1035	3311													Sponges	Erect forms		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			10000912	84.0
10.03.JPG	      0		1725	3311													Unconsolidated	Sand / mud (fine sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001015	84.0
10.03.JPG	      0		2414	3311													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	100.0
10.04.JPG	      0		346	369													Open Water			Open					100.0
10.04.JPG	      0		1035	369													Open Water			Open					84.0
10.04.JPG	      0		1725	369													Unconsolidated	Sand / mud (fine sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001015	84.0
10.04.JPG	      0		2414	369													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	100.0
10.04.JPG	      0		346	1104													Open Water			Open					70.6
10.04.JPG	      0		1035	1104													Open Water			Open					45.2
10.04.JPG	      0		1725	1104													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	45.2
10.04.JPG	      0		2414	1104													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	70.6
10.04.JPG	      0		346	1840													Open Water			Open					57.5
10.04.JPG	      0		1035	1840													Octocoral/Black	Whip		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.			11168917	19.2
10.04.JPG	      0		1725	1840													Unconsolidated	Sand / mud (fine sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001015	19.2
10.04.JPG	      0		2414	1840													Unconsolidated	Sand / mud (fine sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001015	57.5
10.04.JPG	      0		346	2576													Open Water			Open					70.6
10.04.JPG	      0		1035	2576													Open Water			Open					45.2
10.04.JPG	      0		1725	2576													Unconsolidated	Sand / mud (fine sand)		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			82001015	45.2
10.04.JPG	      0		2414	2576													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	70.6
10.04.JPG	      0		346	3311													Open Water			Open					100.0
10.04.JPG	      0		1035	3311													Open Water			Open					84.0
10.04.JPG	      0		1725	3311													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	84.0
10.04.JPG	      0		2414	3311													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	100.0
10.07.JPG	      0		346	369													Open Water			Open					100.0
10.07.JPG	      0		1035	369													Unknown								84.0
10.07.JPG	      0		1725	369													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	84.0
10.07.JPG	      0		2414	369													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001015	100.0
10.07.JPG	      0		346	1104													Open Water			Open					70.6
10.07.JPG	      0		1035	1104													Unknown								45.2
10.07.JPG	      0		1725	1104													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	45.2
10.07.JPG	      0		2414	1104													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001015	70.6
10.07.JPG	      0		346	1840													Open Water			Open					57.5
10.07.JPG	      0		1035	1840													Open Water			Open					19.2
10.07.JPG	      0		1725	1840													Sponges	Erect forms		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			10000912	19.2
10.07.JPG	      0		2414	1840													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001015	57.5
10.07.JPG	      0		346	2576													Open Water			Open					70.6
10.07.JPG	      0		1035	2576													Open Water			Open					45.2
10.07.JPG	      0		1725	2576													Sponges	Erect forms		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."			10000912	45.2
10.07.JPG	      0		2414	2576													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.			82001015	70.6
10.07.JPG	      0		346	3311													Open Water			Open					100.0
10.07.JPG	      0		1035	3311													Open Water			Open					84.0
10.07.JPG	      0		1725	3311													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	84.0
10.07.JPG	      0		2414	3311													Unconsolidated	Sand / mud (fine sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope.			82001015	100.0
10.08.JPG	      0		346	369													Open Water			Open					100.0
10.08.JPG	      0		1035	369													Open Water			Open					84.0
10.08.JPG	      0		1725	369													Open Water			Open					84.0
10.08.JPG	      0		2414	369													Unknown								100.0
10.08.JPG	      0		346	1104													Open Water			Open					70.6
10.08.JPG	      0		1035	1104													Open Water			Open					45.2
