caab_code,imcra_region
37428042,Northeast Shelf Transition
37428359,Timor Province
37428359,Northeast Shelf Province
37428359,Northeast Shelf Transition
37428043,Northeast Province
37428043,Northeast Transition
37428043,Timor Province
37428043,Cape Province
37428043,Northwest Transition
37428043,Northeast Shelf Province
37428043,Northeast Shelf Transition
37428446,Northeast Shelf Province
37428446,Northeast Shelf Transition
37428044,Timor Province
37428044,Christmas Island Province
37428044,Northwest Shelf Province
37428044,Northwest Transition
37428044,Central Eastern Shelf Province
37428044,Central Eastern Shelf Transition
37428044,Northeast Shelf Province
37428044,Northeast Shelf Transition
37085020,Northwest Shelf Province
37085006,Timor Transition
37085006,Northern Shelf Province
37085006,Northwest Shelf Transition
37085006,Northwest Shelf Province
37085006,Central Eastern Shelf Transition
37085006,Northeast Shelf Province
37085006,Northeast Shelf Transition
37372016,Timor Province
37372016,Cape Province
37372016,Cocos (Keeling) Island Province
37372016,Christmas Island Province
37372016,Northwest Transition
37372016,Central Eastern Shelf Transition
37372016,Northeast Shelf Province
37372016,Northeast Shelf Transition
37372141,Northwest Shelf Transition
37372141,Northwest Shelf Province
37372017,Timor Province
37372017,Cocos (Keeling) Island Province
37372017,Christmas Island Province
37372017,Northwest Shelf Province
37372017,Central Western Shelf Transition
37372017,Northwest Transition
37372017,Central Eastern Shelf Transition
37372017,Northeast Shelf Province
37372017,Northeast Shelf Transition
37372018,Northeast Transition
37372018,Timor Province
37372018,Cape Province
37372018,Christmas Island Province
37372018,Northeast Shelf Province
37372018,Northeast Shelf Transition
37428045,Northern Shelf Province
37428045,Northwest Shelf Transition
37428045,Northwest Shelf Province
37428045,Northeast Shelf Province
37428045,Northeast Shelf Transition
37428046,Timor Province
37428046,Cocos (Keeling) Island Province
37428046,Northwest Shelf Province
37428046,Northeast Shelf Province
37428046,Northeast Shelf Transition
37428047,Lord Howe Province
37428047,Timor Province
37428047,Cocos (Keeling) Island Province
37428047,Northern Shelf Province
37428047,Northwest Shelf Transition
37428047,Northwest Shelf Province
37428047,Northwest Transition
37428047,Northeast Shelf Province
37428047,Northeast Shelf Transition
37428048,Lord Howe Province
37428048,Timor Province
37428048,Cape Province
37428048,Cocos (Keeling) Island Province
37428048,Northern Shelf Province
37428048,Northwest Shelf Transition
37428048,Northwest Shelf Province
37428048,Central Western Shelf Transition
37428048,Central Western Shelf Province
37428048,Northwest Transition
37428048,Southwest Shelf Transition
37428048,Southwest Shelf Province
37428048,Central Eastern Shelf Province
37428048,Central Eastern Shelf Transition
37428048,Northeast Shelf Province
37428048,Northeast Shelf Transition
37428049,Lord Howe Province
37428049,Northeast Transition
37428049,Timor Province
37428049,Cape Province
37428049,Northwest Transition
37428049,Northeast Shelf Province
37428049,Northeast Shelf Transition
37428447,Cocos (Keeling) Island Province
37428050,Northeast Shelf Province
37428050,Northeast Shelf Transition
37428448,Cocos (Keeling) Island Province
37428051,Timor Transition
37428051,Northern Shelf Province
37428051,Northwest Shelf Transition
37428051,Northeast Shelf Province
37372019,Northwest Shelf Transition
37372019,Northwest Shelf Province
37372019,Northeast Shelf Province
37372019,Northeast Shelf Transition
37031041,Tasmania Province
37031041,Southeast Transition
37031041,West Tasmania Transition
37305007,Macquarie Island Province
37188004,Timor Transition
37188004,Northern Shelf Province
37188004,Northwest Shelf Transition
37425003,Lord Howe Province
37425003,Central Eastern Shelf Province
37425003,Central Eastern Shelf Transition
37425003,Northeast Shelf Province
37425003,Northeast Shelf Transition
37461016,Southwest Shelf Province
37461016,Great Australian Bight Shelf Transition
37461016,Spencer Gulf Shelf Province
37461007,Southwest Shelf Transition
37461007,Southwest Shelf Province
37461007,Great Australian Bight Shelf Transition
37461007,Spencer Gulf Shelf Province
37461004,Spencer Gulf Shelf Province
37461004,Western Bass Strait Shelf Transition
37461004,Bass Strait Shelf Province
37461004,Tasmanian Shelf Province
37461004,Southeast Shelf Transition
37461012,Spencer Gulf Shelf Province
37461012,Western Bass Strait Shelf Transition
37461012,Bass Strait Shelf Province
37461012,Southeast Shelf Transition
37461001,Southwest Shelf Province
37461001,Great Australian Bight Shelf Transition
37461001,Spencer Gulf Shelf Province
37461001,Western Bass Strait Shelf Transition
37461001,Bass Strait Shelf Province
37461001,Tasmanian Shelf Province
37461001,Southeast Shelf Transition
37461001,Central Eastern Shelf Province
37321007,Northern Shelf Province
37321007,Northwest Shelf Transition
37321007,Northwest Shelf Province
37321007,Central Western Shelf Transition
37321007,Central Western Shelf Province
37321007,Southwest Shelf Transition
37321007,Southwest Shelf Province
37321007,Northeast Shelf Province
37321007,Northeast Shelf Transition
37428020,Northern Shelf Province
37428020,Northwest Shelf Transition
37428020,Northwest Shelf Province
37428020,Northeast Shelf Province
37428020,Northeast Shelf Transition
37428052,Northern Shelf Province
37428052,Northwest Shelf Transition
37428052,Northeast Shelf Province
37428052,Northeast Shelf Transition
37428053,Northeast Shelf Province
37428053,Northeast Shelf Transition
37365020,Lord Howe Province
37365020,Norfolk Island Province
37365020,Southeast Shelf Transition
37365020,Central Eastern Shelf Province
37365020,Central Eastern Shelf Transition
37372020,Northeast Province
37372020,Central Eastern Shelf Province
37372020,Central Eastern Shelf Transition
37372020,Northeast Shelf Province
37372020,Northeast Shelf Transition
37372021,Northeast Province
37372021,Northeast Transition
37372021,Cape Province
37372021,Northeast Shelf Province
37372021,Northeast Shelf Transition
37372007,Northeast Transition
37372007,Timor Province
37372007,Cocos (Keeling) Island Province
37372007,Christmas Island Province
37372007,Northwest Shelf Transition
37372007,Northwest Shelf Province
37372007,Central Western Shelf Transition
37372007,Central Western Shelf Province
37372007,Northwest Transition
37372007,Southwest Shelf Transition
37372007,Central Eastern Shelf Transition
37372007,Northeast Shelf Province
37372007,Northeast Shelf Transition
37372022,Lord Howe Province
37372022,Norfolk Island Province
37372022,Central Eastern Shelf Province
37372022,Central Eastern Shelf Transition
37372023,Lord Howe Province
37372024,Timor Province
37372024,Northwest Shelf Transition
37372024,Central Eastern Shelf Province
37372024,Central Eastern Shelf Transition
37372024,Northeast Shelf Province
37372024,Northeast Shelf Transition
37372025,Timor Province
37372025,Northern Shelf Province
37372025,Northwest Shelf Transition
37372026,Cape Province
37372026,Northeast Shelf Province
37372026,Northeast Shelf Transition
37372027,Timor Province
37372027,Cocos (Keeling) Island Province
37372027,Christmas Island Province
37372027,Northwest Shelf Province
37372027,Central Western Shelf Transition
37372027,Central Western Shelf Province
37372027,Northwest Transition
37372027,Northeast Shelf Province
37372027,Northeast Shelf Transition
37372138,Northern Shelf Province
37372138,Northeast Shelf Province
37372138,Northeast Shelf Transition
37372028,Northern Shelf Province
37372028,Northwest Shelf Transition
37372028,Northwest Shelf Province
37372028,Central Western Shelf Transition
37372028,Central Western Shelf Province
37372029,Timor Province
37372029,Christmas Island Province
37372029,Northwest Shelf Transition
37372029,Northwest Shelf Province
37372029,Central Western Shelf Transition
37372029,Northwest Transition
37313021,Timor Province
37313021,Cape Province
37313021,Northeast Shelf Province
37313021,Northeast Shelf Transition
37228104,Southwest Shelf Province
37228105,Tasmanian Shelf Province
37465010,Northern Shelf Province
37465010,Northwest Shelf Transition
37465010,Northwest Shelf Province
37465010,Central Western Shelf Transition
37465010,Central Western Shelf Province
37465010,Southwest Shelf Transition
37465010,Central Eastern Shelf Province
37465010,Central Eastern Shelf Transition
37465010,Northeast Shelf Province
37465010,Northeast Shelf Transition
37384045,Lord Howe Province
37384045,Northeast Province
37384045,Timor Province
37384045,Cocos (Keeling) Island Province
37384045,Christmas Island Province
37384045,Northwest Shelf Province
37384045,Central Western Shelf Transition
37384045,Central Western Shelf Province
37384045,Northwest Transition
37384045,Southwest Shelf Transition
37384045,Southeast Shelf Transition
37384045,Central Eastern Shelf Province
37384045,Central Eastern Shelf Transition
37384045,Northeast Shelf Province
37384045,Northeast Shelf Transition
37384046,Lord Howe Province
37384046,Norfolk Island Province
37384046,Southeast Shelf Transition
37384046,Central Eastern Shelf Province
37384047,Lord Howe Province
37384047,Southeast Shelf Transition
37384047,Central Eastern Shelf Province
37384047,Central Eastern Shelf Transition
37384048,Lord Howe Province
37384048,Timor Province
37384048,Northwest Shelf Province
37384048,Central Western Shelf Transition
37384048,Central Western Shelf Province
37384048,Northwest Transition
37384048,Southwest Shelf Transition
37384048,Southwest Shelf Province
37384048,Southeast Shelf Transition
37384048,Central Eastern Shelf Province
37384048,Central Eastern Shelf Transition
37384048,Northeast Shelf Province
37384048,Northeast Shelf Transition
37384016,Northern Shelf Province
37384016,Northwest Shelf Transition
37384016,Northwest Shelf Province
37384016,Central Western Shelf Transition
37384016,Central Western Shelf Province
37384180,Timor Province
37384180,Christmas Island Province
37384180,Northeast Shelf Province
37384049,Timor Province
37384049,Cocos (Keeling) Island Province
37384049,Christmas Island Province
37384049,Northwest Shelf Province
37384049,Central Western Shelf Transition
37384049,Central Western Shelf Province
37384049,Southwest Shelf Transition
37384049,Central Eastern Shelf Transition
37384049,Northeast Shelf Province
37384049,Northeast Shelf Transition
37384050,Lord Howe Province
37384050,Northeast Province
37384050,Northeast Transition
37384050,Cape Province
37384050,Northwest Transition
37384050,Southeast Shelf Transition
37384050,Central Eastern Shelf Province
37384050,Central Eastern Shelf Transition
37384050,Northeast Shelf Province
37384050,Northeast Shelf Transition
37384051,Northeast Province
37384051,Northeast Transition
37384051,Timor Province
37384051,Cape Province
37384051,Cocos (Keeling) Island Province
37384051,Christmas Island Province
37384051,Northwest Transition
37384051,Northeast Shelf Province
37384051,Northeast Shelf Transition
37427045,Timor Province
37060017,Northeast Province
37060017,Northwest Transition
37060017,Northeast Shelf Province
37060017,Northeast Shelf Transition
37060018,Cocos (Keeling) Island Province
37060018,Northwest Transition
37060018,Northeast Shelf Province
37060018,Northeast Shelf Transition
37060019,Cape Province
37060019,Christmas Island Province
37060019,Northwest Transition
37060019,Northeast Shelf Province
37060019,Northeast Shelf Transition
37060022,Cocos (Keeling) Island Province
37060022,Christmas Island Province
37060022,Northwest Transition
37060022,Central Eastern Shelf Transition
37060022,Northeast Shelf Province
37060022,Northeast Shelf Transition
37056001,Lord Howe Province
37056001,Norfolk Island Province
37056001,Spencer Gulf Shelf Province
37056001,Western Bass Strait Shelf Transition
37056001,Bass Strait Shelf Province
37056001,Tasmanian Shelf Province
37056001,Southeast Shelf Transition
37056001,Central Eastern Shelf Province
37056001,Central Eastern Shelf Transition
37056001,Northeast Shelf Province
37056003,Christmas Island Province
37056003,Northwest Shelf Transition
37056003,Northwest Shelf Province
37056004,Northern Shelf Province
37056004,Central Eastern Shelf Transition
37056004,Northeast Shelf Province
37056004,Northeast Shelf Transition
37056002,Lord Howe Province
37056002,Western Bass Strait Shelf Transition
37056002,Bass Strait Shelf Province
37056002,Tasmanian Shelf Province
37056002,Southeast Shelf Transition
37056002,Central Eastern Shelf Province
37056002,Central Eastern Shelf Transition
37056002,Northeast Shelf Province
37056002,Northeast Shelf Transition
37085015,Timor Transition
37085015,Northern Shelf Province
37085015,Northwest Shelf Transition
37085015,Northwest Shelf Province
37085015,Central Eastern Shelf Transition
37085015,Northeast Shelf Province
37085015,Northeast Shelf Transition
37260001,Northeast Province
37260001,Northeast Transition
37260001,Northeast Shelf Transition
37466015,Central Western Shelf Province
37466015,Southwest Shelf Transition
37466015,Southwest Shelf Province
37466015,Great Australian Bight Shelf Transition
37466015,Spencer Gulf Shelf Province
37466002,Western Bass Strait Shelf Transition
37466002,Bass Strait Shelf Province
37466002,Southeast Shelf Transition
37466002,Central Eastern Shelf Province
37466002,Central Eastern Shelf Transition
37466010,Central Western Shelf Province
37466010,Southwest Shelf Transition
37466010,Southwest Shelf Province
37466010,Great Australian Bight Shelf Transition
37466010,Spencer Gulf Shelf Province
37466010,Western Bass Strait Shelf Transition
37466010,Bass Strait Shelf Province
37257001,Tasmania Province
37257001,Southeast Transition
37257001,Central Eastern Province
37257001,Lord Howe Province
37257001,Central Eastern Transition
37257001,Kenn Transition
37257001,Kenn Province
37257001,Northeast Province
37257001,Norfolk Island Province
37257001,Central Western Transition
37257001,Central Western Province
37257001,Southwest Transition
37257001,Southern Province
37257001,West Tasmania Transition
37129750,Tasmania Province
37129750,Central Eastern Province
37129001,Macquarie Island Province
37129001,Central Western Transition
37129001,Central Western Province
37129001,Southwest Transition
37025002,Timor Transition
37025002,Northern Shelf Province
37025002,Northwest Shelf Transition
37025002,Northwest Shelf Province
37025002,Northeast Shelf Province
37025002,Northeast Shelf Transition
37210018,Lord Howe Province
37210018,Timor Province
37210018,Northwest Shelf Transition
37210018,Southwest Shelf Transition
37210018,Great Australian Bight Shelf Transition
37210018,Central Eastern Shelf Province
37210018,Northeast Shelf Province
37210018,Northeast Shelf Transition
37210008,Timor Transition
37210008,Northern Shelf Province
37210008,Northwest Shelf Transition
37210008,Northwest Shelf Province
37210008,Central Eastern Shelf Province
37210008,Central Eastern Shelf Transition
37210008,Northeast Shelf Province
37210008,Northeast Shelf Transition
37210027,Northwest Shelf Transition
37210027,Northwest Shelf Province
37210027,Central Eastern Shelf Transition
37210027,Northeast Shelf Province
37210027,Northeast Shelf Transition
37210020,Lord Howe Province
37210020,Timor Province
37210020,Northern Shelf Province
37210020,Northwest Shelf Transition
37210020,Northwest Shelf Province
37210020,Central Western Shelf Transition
37210020,Central Western Shelf Province
37210020,Southwest Shelf Transition
37210020,Central Eastern Shelf Province
37210020,Central Eastern Shelf Transition
37210020,Northeast Shelf Province
37210020,Northeast Shelf Transition
37210009,Lord Howe Province
37210009,Timor Province
37210009,Northern Shelf Province
37210009,Northwest Shelf Transition
37210009,Northwest Shelf Province
37210009,Central Western Shelf Transition
37210009,Central Western Shelf Province
37210009,Southwest Shelf Transition
37210009,Southeast Shelf Transition
37210009,Central Eastern Shelf Province
37210009,Central Eastern Shelf Transition
37210009,Northeast Shelf Province
37210009,Northeast Shelf Transition
37210022,Northeast Shelf Transition
37267004,Central Eastern Province
37267003,Timor Transition
37267001,Southeast Transition
37267001,Central Eastern Province
37267001,Tasman Basin Province
37267001,Central Eastern Transition
37267001,Kenn Transition
37267001,Kenn Province
37267001,Northeast Province
37267001,Northeast Transition
37267001,Cape Province
37267001,Southeast Shelf Transition
37267001,Central Eastern Shelf Province
37267001,Central Eastern Shelf Transition
37224008,Tasmania Province
37224008,Southeast Transition
37224008,Central Eastern Province
37224008,Tasman Basin Province
37224008,Lord Howe Province
37224008,Norfolk Island Province
37224008,Macquarie Island Province
37224008,Central Western Transition
37224008,Central Western Province
37224008,Southwest Transition
37224008,Southern Province
37224008,West Tasmania Transition
37300002,Tasmania Province
37300002,Southeast Transition
37300002,Central Eastern Province
37300002,Tasmanian Shelf Province
37300002,Southeast Shelf Transition
37300002,Central Eastern Shelf Province
37300002,Central Eastern Shelf Transition
37300001,Central Eastern Province
37300001,Central Eastern Transition
37311085,Timor Province
37311085,Cocos (Keeling) Island Province
37311085,Christmas Island Province
37311085,Northern Shelf Province
37311085,Northwest Shelf Province
37311085,Central Western Shelf Transition
37311085,Northwest Transition
37311085,Northeast Shelf Province
37311085,Northeast Shelf Transition
37440012,Central Western Province
37440010,Central Eastern Province
37440010,Tasman Basin Province
37440010,Central Eastern Transition
37440010,Kenn Transition
37440010,Kenn Province
37440010,Northeast Province
37440013,Central Eastern Province
37346036,Lord Howe Province
37346036,Timor Province
37346036,Cocos (Keeling) Island Province
37346036,Christmas Island Province
37346036,Northwest Transition
37346036,Central Eastern Shelf Province
37346036,Central Eastern Shelf Transition
37346036,Northeast Shelf Province
37346036,Northeast Shelf Transition
37346001,Northeast Province
37346001,Timor Province
37346001,Northeast Shelf Province
37346001,Northeast Shelf Transition
37228014,Tasmania Province
37228014,Southeast Transition
37228014,Central Eastern Province
37228014,Lord Howe Province
37228014,Central Eastern Transition
37228014,Cape Province
37287033,Northern Shelf Province
37287033,Northwest Shelf Transition
37287033,Northwest Shelf Province
37287033,Central Western Shelf Transition
37287033,Central Western Shelf Province
37287033,Southwest Shelf Transition
37287033,Central Eastern Shelf Transition
37287033,Northeast Shelf Province
37287033,Northeast Shelf Transition
37287011,Northern Shelf Province
37287011,Northwest Shelf Transition
37287011,Northwest Shelf Province
37287011,Central Western Shelf Transition
37287011,Central Western Shelf Province
37287011,Northwest Transition
37287011,Central Eastern Shelf Province
37287011,Central Eastern Shelf Transition
37287011,Northeast Shelf Province
37287011,Northeast Shelf Transition
37290005,Northwest Shelf Province
37290005,Central Western Shelf Transition
37290005,Central Western Shelf Province
37290005,Central Eastern Shelf Province
37290005,Central Eastern Shelf Transition
37290005,Northeast Shelf Province
37290005,Northeast Shelf Transition
37290001,Central Western Shelf Province
37290001,Southwest Shelf Transition
37290001,Southwest Shelf Province
37290001,Great Australian Bight Shelf Transition
37290001,Spencer Gulf Shelf Province
37290001,Western Bass Strait Shelf Transition
37290001,Bass Strait Shelf Province
37290001,Tasmanian Shelf Province
37290001,Southeast Shelf Transition
37290001,Central Eastern Shelf Province
37290001,Central Eastern Shelf Transition
37376001,Spencer Gulf Shelf Province
37376001,Western Bass Strait Shelf Transition
37376001,Bass Strait Shelf Province
37376001,Tasmanian Shelf Province
37376001,Southeast Shelf Transition
37376003,Lord Howe Province
37376003,Norfolk Island Province
37376002,Southeast Shelf Transition
37376002,Central Eastern Shelf Province
37376002,Central Eastern Shelf Transition
37376004,Southwest Shelf Province
37376004,Great Australian Bight Shelf Transition
37376004,Spencer Gulf Shelf Province
37428055,Northern Shelf Province
37428055,Northwest Shelf Transition
37428055,Northwest Shelf Province
37428055,Northeast Shelf Province
37428055,Northeast Shelf Transition
37428205,Northern Shelf Province
37428205,Northwest Shelf Transition
37327165,Northwest Shelf Transition
37327051,Lord Howe Province
37327051,Timor Province
37327051,Cape Province
37327051,Norfolk Island Province
37327051,Cocos (Keeling) Island Province
37327051,Christmas Island Province
37327051,Northwest Shelf Transition
37327051,Northwest Shelf Province
37327051,Central Western Shelf Transition
37327051,Central Western Shelf Province
37327051,Northwest Transition
37327051,Southwest Shelf Transition
37327051,Central Eastern Shelf Province
37327051,Central Eastern Shelf Transition
37327051,Northeast Shelf Province
37327051,Northeast Shelf Transition
37327147,Northeast Province
37327147,Christmas Island Province
37327147,Northeast Shelf Province
37327179,Central Eastern Shelf Transition
37327074,Cape Province
37327074,Christmas Island Province
37327074,Northern Shelf Province
37327074,Northwest Shelf Transition
37327074,Northwest Shelf Province
37327074,Central Western Shelf Transition
37327074,Central Western Shelf Province
37327074,Southeast Shelf Transition
37327074,Central Eastern Shelf Province
37327074,Central Eastern Shelf Transition
37327074,Northeast Shelf Province
37327074,Northeast Shelf Transition
37327076,Christmas Island Province
37327076,Northwest Shelf Transition
37327076,Northeast Shelf Transition
37327153,Northern Shelf Province
37327153,Northeast Shelf Transition
37327133,Timor Province
37327133,Northwest Transition
37327133,Northeast Shelf Transition
37327070,Northern Shelf Province
37327070,Northwest Shelf Transition
37327070,Northwest Shelf Province
37327070,Central Western Shelf Transition
37327070,Central Western Shelf Province
37327070,Southwest Shelf Transition
37327070,Southwest Shelf Province
37327077,Timor Province
37327077,Northern Shelf Province
37327077,Northwest Shelf Transition
37327077,Northwest Shelf Province
37327077,Northeast Shelf Province
37327077,Northeast Shelf Transition
37327080,Northeast Province
37327080,Timor Province
37327080,Cocos (Keeling) Island Province
37327080,Christmas Island Province
37327080,Northwest Transition
37327080,Central Eastern Shelf Transition
37327080,Northeast Shelf Province
37327080,Northeast Shelf Transition
37327081,Timor Province
37327081,Cocos (Keeling) Island Province
37327081,Central Western Shelf Transition
37365016,Timor Province
37365016,Cocos (Keeling) Island Province
37365016,Christmas Island Province
37365016,Northwest Shelf Province
37365016,Central Western Shelf Transition
37365016,Northwest Transition
37365016,Northeast Shelf Transition
37415007,Western Bass Strait Shelf Transition
37415007,Bass Strait Shelf Province
37415007,Southeast Shelf Transition
37314001,Northeast Province
37314001,Timor Province
37314001,Cape Province
37314001,Cocos (Keeling) Island Province
37314001,Northwest Shelf Province
37314001,Northwest Transition
37314001,Northeast Shelf Province
37314001,Northeast Shelf Transition
37346027,Lord Howe Province
37346027,Timor Province
37346027,Cape Province
37346027,Cocos (Keeling) Island Province
37346027,Christmas Island Province
37346027,Central Western Shelf Transition
37346027,Northwest Transition
37346027,Central Eastern Shelf Transition
37346027,Northeast Shelf Province
37346027,Northeast Shelf Transition
37015017,Tasmania Province
37015017,Southwest Transition
37015020,Tasmania Province
37015020,Southeast Transition
37015020,Central Eastern Province
37015020,Tasman Basin Province
37015020,Central Eastern Transition
37015020,Kenn Transition
37015020,Kenn Province
37015020,Northeast Province
37015020,Central Western Province
37015020,Southwest Transition
37015020,West Tasmania Transition
37015019,Southwest Transition
37015021,Northeast Province
37015021,Timor Province
37015021,Central Western Province
37015016,Tasmania Province
37015016,Southeast Transition
37015016,Central Eastern Province
37015016,Southern Province
37015016,West Tasmania Transition
37015018,Tasmania Province
37015018,Southeast Transition
37015018,Central Eastern Province
37015018,Norfolk Island Province
37015018,West Tasmania Transition
37015015,Central Eastern Province
37015015,Tasman Basin Province
37015015,Central Eastern Transition
37015015,Kenn Transition
37015015,Northeast Province
37015015,Northeast Transition
37015015,Central Western Province
37015014,Tasmania Province
37015014,Southeast Transition
37015014,Central Eastern Province
37015014,Timor Province
37015014,Central Western Transition
37015014,Central Western Province
37015014,Southwest Transition
37015014,West Tasmania Transition
37068050,Central Eastern Shelf Province
37068046,Christmas Island Province
37068046,Northeast Shelf Province
37068046,Northeast Shelf Transition
37068057,Central Eastern Shelf Province
37027009,Southeast Shelf Transition
37027009,Central Eastern Shelf Province
37027009,Central Eastern Shelf Transition
37027009,Northeast Shelf Province
37027007,Northwest Shelf Transition
37027007,Northwest Shelf Province
37027007,Central Western Shelf Transition
37027007,Central Western Shelf Province
37027001,Northwest Shelf Province
37027001,Central Western Shelf Transition
37027001,Central Western Shelf Province
37027001,Southwest Shelf Transition
37027001,Southwest Shelf Province
37027001,Great Australian Bight Shelf Transition
37027001,Spencer Gulf Shelf Province
37027001,Western Bass Strait Shelf Transition
37027001,Bass Strait Shelf Province
37466003,Southwest Shelf Transition
37466003,Southwest Shelf Province
37466003,Great Australian Bight Shelf Transition
37466003,Spencer Gulf Shelf Province
37466003,Western Bass Strait Shelf Transition
37466003,Bass Strait Shelf Province
37466003,Tasmanian Shelf Province
37466003,Southeast Shelf Transition
37466003,Central Eastern Shelf Province
37466001,Southwest Shelf Province
37466001,Great Australian Bight Shelf Transition
37466001,Spencer Gulf Shelf Province
37466001,Western Bass Strait Shelf Transition
37466001,Bass Strait Shelf Province
37466001,Southeast Shelf Transition
37327157,Northeast Shelf Province
37126005,Central Eastern Province
37428384,Northeast Shelf Province
37428008,Southwest Shelf Transition
37428008,Southwest Shelf Province
37428008,Great Australian Bight Shelf Transition
37428008,Spencer Gulf Shelf Province
37428008,Western Bass Strait Shelf Transition
37428008,Bass Strait Shelf Province
37428008,Tasmanian Shelf Province
37428008,Southeast Shelf Transition
37428008,Central Eastern Shelf Province
37428008,Central Eastern Shelf Transition
37428002,Western Bass Strait Shelf Transition
37428002,Bass Strait Shelf Province
37428002,Southeast Shelf Transition
37428002,Central Eastern Shelf Province
37428002,Central Eastern Shelf Transition
37428002,Northeast Shelf Province
37428002,Northeast Shelf Transition
37428056,Northwest Shelf Transition
37428056,Central Eastern Shelf Province
37428056,Central Eastern Shelf Transition
37428056,Northeast Shelf Province
37097001,Tasmania Province
37097001,Southeast Transition
37097001,Central Eastern Province
37097001,Northwest Shelf Province
37097001,Northwest Transition
37097001,Southwest Shelf Transition
37097001,Great Australian Bight Shelf Transition
37097001,Spencer Gulf Shelf Province
37097001,Western Bass Strait Shelf Transition
37097001,Bass Strait Shelf Province
37097001,Tasmanian Shelf Province
37097001,Southeast Shelf Transition
37097001,Central Eastern Shelf Province
37097001,Northwest Province
37097001,Central Western Transition
37097001,Central Western Province
37097001,Southwest Transition
37097001,Southern Province
37097001,West Tasmania Transition
37107012,Timor Province
37107012,Cape Province
37107004,Tasmania Province
37107004,Southeast Transition
37107004,Central Eastern Province
37107004,Kenn Transition
37107004,Timor Province
37107004,Central Western Transition
37107004,Central Western Province
37107004,Southwest Transition
37107004,Southern Province
37107004,West Tasmania Transition
37107025,Central Eastern Transition
37107025,Timor Province
37107025,Northwest Transition
37107025,Central Western Province
37107001,Tasmania Province
37107001,Southeast Transition
37107001,Central Eastern Province
37107001,Tasman Basin Province
37107001,Lord Howe Province
37107001,Central Eastern Transition
37107001,Kenn Transition
37107001,Kenn Province
37107001,Northeast Province
37107001,Northeast Transition
37107001,Cape Province
37107001,Norfolk Island Province
37107001,Southwest Shelf Province
37107001,Central Western Transition
37107001,Central Western Province
37107001,Southwest Transition
37107001,Southern Province
37107005,Tasmania Province
37107005,Southeast Transition
37107005,Central Eastern Province
37107005,Tasman Basin Province
37107005,Macquarie Island Province
37107005,Central Western Province
37107005,Southwest Transition
37107005,Southern Province
37107005,West Tasmania Transition
37107006,Tasmania Province
37107006,Southeast Transition
37107006,Central Eastern Province
37107006,Tasman Basin Province
37107006,Lord Howe Province
37107006,Northeast Province
37107006,Northeast Transition
37107006,Norfolk Island Province
37107006,Northwest Province
37107006,Central Western Transition
37107006,Central Western Province
37107006,Southwest Transition
37107006,Southern Province
37107006,West Tasmania Transition
37107013,Southeast Transition
37107013,Central Eastern Province
37107013,Tasman Basin Province
37107013,Northeast Province
37107013,Northeast Transition
37107013,Cape Province
37107013,Norfolk Island Province
37107013,Northwest Province
37107013,Central Western Transition
37107013,Central Western Province
37353006,Timor Transition
37353006,Northern Shelf Province
37353006,Northwest Shelf Transition
37353006,Northwest Shelf Province
37353006,Central Western Shelf Transition
37353006,Central Western Shelf Province
37353006,Central Eastern Shelf Transition
37353006,Northeast Shelf Province
37353006,Northeast Shelf Transition
37354001,Northwest Shelf Province
37354001,Central Western Shelf Transition
37354001,Central Western Shelf Province
37354001,Southwest Shelf Transition
37354001,Southwest Shelf Province
37354001,Great Australian Bight Shelf Transition
37354001,Spencer Gulf Shelf Province
37354001,Western Bass Strait Shelf Transition
37354001,Bass Strait Shelf Province
37354001,Southeast Shelf Transition
37354001,Central Eastern Shelf Province
37354001,Central Eastern Shelf Transition
37447007,Timor Transition
37447007,Northeast Transition
37447007,Timor Province
37447007,Cape Province
37447007,Northern Shelf Province
37447007,Northwest Shelf Transition
37447007,Northwest Shelf Province
37447007,Northwest Transition
37447007,Northwest Province
37447003,Central Eastern Province
37447003,Central Eastern Transition
37447003,Northeast Province
37447003,Northeast Transition
37447003,Timor Province
37447003,Cape Province
37447003,Northwest Shelf Transition
37447003,Northwest Shelf Province
37447003,Central Western Shelf Province
37447003,Northwest Transition
37447003,Southeast Shelf Transition
37447003,Central Eastern Shelf Province
37447003,Central Eastern Shelf Transition
37447003,Northwest Province
37447003,Central Western Transition
37067006,Central Eastern Transition
37067006,Northern Shelf Province
37067006,Northwest Shelf Transition
37067006,Northwest Shelf Province
37067006,Central Western Shelf Transition
37067006,Central Western Shelf Province
37067006,Southwest Shelf Transition
37067006,Southeast Shelf Transition
37067006,Central Eastern Shelf Transition
37067006,Northeast Shelf Province
37067006,Northeast Shelf Transition
37067035,Timor Transition
37067035,Central Eastern Province
37067035,Central Eastern Transition
37067035,Northeast Province
37067035,Northeast Transition
37067035,Northwest Shelf Province
37067035,Central Eastern Shelf Province
37067038,Central Eastern Province
37067038,Tasman Basin Province
37067038,Lord Howe Province
37067038,Central Eastern Transition
37067038,Kenn Transition
37067038,Kenn Province
37067038,Northeast Province
37067038,Northeast Transition
37067038,Northwest Shelf Province
37067038,Central Western Shelf Transition
37067038,Central Western Shelf Province
37067038,Southwest Shelf Transition
37067038,Central Eastern Shelf Province
37067038,Central Eastern Shelf Transition
37067019,Central Eastern Shelf Province
37067019,Central Eastern Shelf Transition
37067003,Tasmania Province
37067003,Central Eastern Province
