id,ibra,imcra
25061902,NA,NA
25061901,NA,NA
25060912,NA,NA
25060913,NA,NA
25060911,NA,NA
25060910,NA,NA
25060901,NA,NA
25060909,NA,NA
25060908,NA,NA
25060907,NA,NA
25060906,NA,NA
25060902,NA,NA
25060905,NA,NA
25060903,NA,NA
25060904,NA,NA
25059902,NA,NA
25059901,NA,NA
25056901,NA,NA
25055901,NA,NA
25050904,NA,NA
25050903,NA,NA
25050902,NA,NA
25050901,NA,NA
25049909,NA,NA
25049908,NA,NA
25049907,NA,NA
25049906,NA,NA
25049905,NA,NA
25049904,NA,NA
25049903,NA,NA
25049902,NA,NA
25049901,NA,NA
25048902,NA,NA
25048901,NA,NA
25047901,NA,NA
25046902,NA,NA
25046901,NA,NA
25045901,NA,NA
25039911,NA,NA
25039910,NA,NA
25039909,NA,NA
25039901,NA,NA
25039908,NA,NA
25039907,NA,NA
25039906,NA,NA
25039905,NA,NA
25039904,NA,NA
25039903,NA,NA
25039902,NA,NA
25038904,NA,NA
25038901,NA,NA
25038902,NA,NA
25038903,NA,NA
25037901,NA,NA
25036901,NA,NA
25035905,NA,NA
25035904,NA,NA
25035901,NA,NA
25030902,NA,NA
25030915,NA,NA
25030904,NA,NA
25030913,NA,NA
25030917,NA,NA
25030912,NA,NA
25030911,NA,NA
25030910,NA,NA
25030909,NA,NA
25030908,NA,NA
25030901,NA,NA
25030907,NA,NA
25030903,NA,NA
25030905,NA,NA
25030906,NA,NA
25030916,NA,NA
25030918,NA,NA
