OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
EG-C01-001	0	0	0.00000	0	20240505_R07_L08_Left_MAH00688.MP4	81122	59.94006
EG-C01-001	0	0	0.00000	0	20240505_R07_L08_Left_MAH00689.MP4	81120	59.94006
EG-C01-001	0	0	0.00000	0	20240505_R07_L08_Left_MAH00690.MP4	81061	59.94006
EG-C01-001	0	0	0.00000	0	20240505_R07_L08_Left_MAH00691.MP4	10200	59.94006
EG-C01-001	1	0	0.00000	0	20240505_R07_L08_Right_MAH00719.MP4	81122	59.94006
EG-C01-001	1	0	0.00000	0	20240505_R07_L08_Right_MAH00720.MP4	81060	59.94006
EG-C01-001	1	0	0.00000	0	20240505_R07_L08_Right_MAH00721.MP4	81061	59.94006
EG-C01-001	1	0	0.00000	0	20240505_R07_L08_Right_MAH00722.MP4	10920	59.94006
EG-C01-043	0	0	0.00000	0	20240505_R01_L02_Left_MAH00501.MP4	81122	59.94006
EG-C01-043	0	0	0.00000	0	20240505_R01_L02_Left_MAH00502.MP4	81060	59.94006
EG-C01-043	0	0	0.00000	0	20240505_R01_L02_Left_MAH00503.MP4	76861	59.94006
EG-C01-043	1	0	0.00000	0	20240505_R01_L02_Right_MAH01246.MP4	81122	59.94006
EG-C01-043	1	0	0.00000	0	20240505_R01_L02_Right_MAH01247.MP4	81060	59.94006
EG-C01-043	1	0	0.00000	0	20240505_R01_L02_Right_MAH01248.MP4	76771	59.94006
EG-C01-044	0	0	0.00000	0	20240505_R17_L18_Left_MAH00505.MP4	81122	59.94006
EG-C01-044	0	0	0.00000	0	20240505_R17_L18_Left_MAH00506.MP4	81060	59.94006
EG-C01-044	0	0	0.00000	0	20240505_R17_L18_Left_MAH00507.MP4	78181	59.94006
EG-C01-044	1	0	0.00000	0	20240505_R17_L18_Right_MAH00717.MP4	81122	59.94006
EG-C01-044	1	0	0.00000	0	20240505_R17_L18_Right_MAH00718.MP4	81060	59.94006
EG-C01-044	1	0	0.00000	0	20240505_R17_L18_Right_MAH00719.MP4	79411	59.94006
EG-C01-045	0	0	0.00000	0	20240505_R03_L04_Left_MAH00468.MP4	81122	59.94006
EG-C01-045	0	0	0.00000	0	20240505_R03_L04_Left_MAH00469.MP4	81060	59.94006
EG-C01-045	0	0	0.00000	0	20240505_R03_L04_Left_MAH00470.MP4	81061	59.94006
EG-C01-045	0	0	0.00000	0	20240505_R03_L04_Left_MAH00471.MP4	6900	59.94006
EG-C01-045	1	0	0.00000	0	20240505_R03_L04_Right_MAH00290.MP4	81122	59.94006
EG-C01-045	1	0	0.00000	0	20240505_R03_L04_Right_MAH00291.MP4	81060	59.94006
EG-C01-045	1	0	0.00000	0	20240505_R03_L04_Right_MAH00292.MP4	81061	59.94006
EG-C01-045	1	0	0.00000	0	20240505_R03_L04_Right_MAH00293.MP4	5640	59.94006
EG-C01-046	0	0	0.00000	0	20240505_R15_L16_Left_MAH00768.MP4	81122	59.94006
EG-C01-046	0	0	0.00000	0	20240505_R15_L16_Left_MAH00769.MP4	81060	59.94006
EG-C01-046	0	0	0.00000	0	20240505_R15_L16_Left_MAH00770.MP4	81061	59.94006
EG-C01-046	0	0	0.00000	0	20240505_R15_L16_Left_MAH00771.MP4	18420	59.94006
EG-C01-046	1	0	0.00000	0	20240505_R15_L16_Right_MAH00360.MP4	81122	59.94006
EG-C01-046	1	0	0.00000	0	20240505_R15_L16_Right_MAH00361.MP4	81060	59.94006
EG-C01-046	1	0	0.00000	0	20240505_R15_L16_Right_MAH00362.MP4	81061	59.94006
EG-C01-046	1	0	0.00000	0	20240505_R15_L16_Right_MAH00363.MP4	20340	59.94006
EG-C01-047	0	0	0.00000	0	20240505_R09_L10_Left_MAH00425.MP4	81122	59.94006
EG-C01-047	0	0	0.00000	0	20240505_R09_L10_Left_MAH00426.MP4	81060	59.94006
EG-C01-047	0	0	0.00000	0	20240505_R09_L10_Left_MAH00427.MP4	81061	59.94006
EG-C01-047	0	0	0.00000	0	20240505_R09_L10_Left_MAH00428.MP4	14610	59.94006
EG-C01-047	1	0	0.00000	0	20240505_R09_L10_Right_MAH00584.MP4	81122	59.94006
EG-C01-047	1	0	0.00000	0	20240505_R09_L10_Right_MAH00585.MP4	81060	59.94006
EG-C01-047	1	0	0.00000	0	20240505_R09_L10_Right_MAH00586.MP4	81061	59.94006
EG-C01-047	1	0	0.00000	0	20240505_R09_L10_Right_MAH00587.MP4	14190	59.94006
EG-C02-002	0	0	0.00000	0	20240501_R15_L16_Left_MAH00711.MP4	81122	59.94006
EG-C02-002	0	0	0.00000	0	20240501_R15_L16_Left_MAH00712.MP4	81060	59.94006
EG-C02-002	0	0	0.00000	0	20240501_R15_L16_Left_MAH00713.MP4	79381	59.94006
EG-C02-002	1	0	0.00000	0	20240501_R15_L16_Right_MAH00301.MP4	81122	59.94006
EG-C02-002	1	0	0.00000	0	20240501_R15_L16_Right_MAH00302.MP4	81060	59.94006
